,feature_469,feature_130,feature_60,feature_34,feature_461
0,0.0,0.0,0.6990999999999995,8.6915,14.755400000000002
1,0.0,0.2837999999999999,-1.4172999999999998,8.3006,12.157
2,50.60840000000001,-0.2837999999999999,10.235499999999998,8.7418,21.1169
3,63.44010000000001,0.04729999999999975,9.8518,8.6829,41.7748
4,432.45379999999994,0.4258000000000001,1.0335999999999999,8.5891,23.145699999999998
5,300.1976,1.6550000000000002,3.6809000000000016,9.0744,37.3638
6,160.8021,0.0,2.8109000000000015,8.9132,31.317399999999996
7,273.3374,2.4579999999999997,1.5035999999999994,8.3383,23.564899999999998
8,21.3645,-0.1891999999999997,1.327180733937433,8.659,32.3594
9,285.5063176996536,-0.14189999999999994,1.5745000000000005,8.7512,15.4796
10,234.2751,0.5203999999999996,2.9281999999999986,9.534,13.0192
11,75.6489,-0.5677000000000001,5.499099999999999,8.5288,27.419400000000003
12,528.6233,0.0,-2.5027,8.1605,33.2053
13,0.0,-0.9461000000000002,0.3400000000000003,8.8043,30.5482
14,306.3018,-0.4258000000000001,4.169100000000001,8.7556,24.0618
15,148.1283,-3.4960000000000004,-3.7399999999999998,8.5571,55.391
16,101.53068088671034,0.0,2.300173032365331,9.131,44.9213
17,684.2277,0.0,1.9482000000000004,8.5687,20.7031
18,217.05360000000002,-0.7568999999999998,8.1455,8.7187,25.4407
19,75.2706,-0.14189999999999994,4.955500000000001,8.441,14.845299999999998
20,83.4768,-0.3784000000000001,9.188199999999998,9.5642,26.160999999999998
21,722.3947,1.0399999999999998,2.2855000000000003,8.6706,16.8406
22,0.0,-0.9461000000000002,0.6190999999999994,8.7867,28.830399999999997
23,220.47989999999996,-3.449,-3.7509,8.8581,21.7993
24,129.6872,0.7096,4.911800000000001,8.8624,36.519
25,0.0,-0.4258000000000001,0.1199999999999994,8.6397,31.398700000000005
26,423.1616,0.23650000000000015,1.8173000000000006,9.5713,37.39605772872641
27,138.5742,-0.8042000000000002,2.7926999999999995,8.2345,19.1756
28,162.4892,-0.4730999999999999,2.1109000000000013,9.1502,23.6929
29,184.7692,-2.553,-4.4109,8.6544,32.6596
30,141.1321,-0.3310999999999997,8.9136,8.794967827405046,53.5488
31,344.8336,-1.655,-2.0764,8.5891,33.3826
32,0.0,0.04729999999999975,0.5517999999999993,8.287,56.318000000000005
33,744.3689,-2.222,-0.9363999999999998,8.5851,22.4105
34,110.2497,0.0,5.206400000000001,8.572,18.8183
35,426.13309999999996,-0.5203999999999996,1.2836000000000003,9.7836,14.2191
36,638.2593,0.0,1.0027,8.9132,28.108100000000004
37,306.4339,-0.5203999999999996,-2.656399999999999,9.0447,18.1961
38,0.0,-2.93,-0.06359999999999981,8.9191,46.5021
39,81.4246,0.7568999999999998,3.9055,9.2405,29.5865
