,feature_1,feature_20,feature_22,feature_34,feature_60,feature_92,feature_103,feature_104,feature_116,feature_118,feature_122,feature_130,feature_131,feature_154,feature_181,feature_206,feature_248,feature_288,feature_320,feature_337,feature_489,feature_524,feature_564
0,3079.7700000000004,12.368599999999999,-4750.75,8.6915,0.6990999999999995,-0.1835,0.08109999999999998,-0.0095,785.5426,59.2662,15.76,0.0,0.8202999999999999,0.0127,16.29,9.22,0.0152,0.091,11.051800000000002,10.0329,472.0497,0.0463,0.8015
1,3001.36,12.4959,-5410.75,8.3006,-1.4172999999999998,0.016700000000000027,-0.0346,-0.0163,672.3211,58.7063,15.76,0.2837999999999999,0.8291,0.0065,20.54,7.31,0.023660000000000004,0.0899,7.0269,10.08782,430.0637,0.07980000000000001,0.6708
2,3042.78,12.5553,-6456.75,8.7418,10.235499999999998,-0.03160000000000001,-0.0563,-0.0108,751.7695,55.8504,15.65,-0.2837999999999999,0.5438,0.014800000000000002,15.43,8.8,0.0345,0.0722,10.8718,11.0695,389.4737,0.09033999999999999,0.5671
3,3018.64,12.4469,-5775.0,8.6829,9.8518,0.010499999999999982,-0.045899999999999996,-0.0037999999999999996,705.2765,58.283100000000005,15.729999999999999,0.04729999999999975,0.8048,0.0159,20.210000000000004,7.77,0.031639999999999995,0.1869,9.476,8.0615,498.5871,0.0728,0.67282
4,3020.29,12.4618,-6900.5,8.5891,1.0335999999999999,-0.028700000000000014,0.011199999999999996,-0.0119,719.8049,58.0262,15.9,0.4258000000000001,0.7611000000000001,0.007799999999999999,24.14,11.06,0.0292,0.1188,10.0446,10.0529,213.8249,0.1064,0.69618
5,2964.69,12.549199999999999,-5546.0,9.0744,3.6809000000000016,0.03519999999999999,-0.0054000000000000055,-0.0115,711.4945,60.95069999999999,15.82,1.6550000000000002,0.8136999999999999,0.006899999999999999,20.23,6.26,0.01918,0.239,3.8933000000000004,7.910100000000001,59.1402,0.1433,0.5671
6,2940.74,12.412399999999998,-5408.750000000001,8.9132,2.8109000000000015,-0.023099999999999992,-0.012200000000000004,-0.0093,777.1425,58.9076,15.76,0.0,0.8253,0.014,18.31,8.8,0.029480000000000003,0.1101,7.225899999999999,9.565,367.1859,0.0992,0.5671
7,3043.08,12.5004,-5095.0,8.3383,1.5035999999999994,-0.1509,0.0693,-0.0136,741.9427,58.282000000000004,15.65,2.4579999999999997,0.8346,0.013699999999999999,18.92,5.24,0.022439999999999998,0.163,8.1627,7.560699999999999,309.8039,0.09199999999999998,0.5671
8,2932.61,12.5404,-5447.75,8.659,1.6894600000000008,0.0553,0.013400000000000014,-0.0026,718.5777,58.4808,15.9,-0.1891999999999997,0.8194000000000001,0.0177,17.78,13.3,0.03406,0.1479,6.1797,8.9855,191.7582,0.07510000000000001,0.9032
9,3031.78,12.5582,-4958.0,8.7512,1.5745000000000005,-0.038300000000000015,0.0365,-0.0102,826.7217,59.976400000000005,15.92,-0.14189999999999994,0.8712,0.0095,21.43,5.1,0.02874,0.0616,8.6833,11.8301,322.02628,0.12279999999999999,0.5671
10,3028.08,12.5967,-5345.25,9.534,2.9281999999999986,0.019299999999999987,-0.0374,-0.0086,681.0371,55.9011,15.95,0.5203999999999996,0.6778,0.013,18.17,6.990000000000001,0.02096,0.2194,7.2602,8.5805,39.4165,0.13449999999999998,0.6454
