,feature_1,feature_20,feature_22,feature_34,feature_60,feature_91,feature_112,feature_122,feature_130,feature_131,feature_154,feature_342,feature_383,feature_461,feature_520
0,3079.77,12.3686,-4750.75,8.6915,0.6991000000000012,9131.0599,231.71537176039863,15.76,0.0,0.8203,0.0127,2.6547,0.0008813966369967379,14.7554,3.2924
1,3001.36,12.4959,-5410.75,8.3006,-1.4172999999999996,8795.69,231.76157428176833,15.76,0.2837999999999999,0.8291000000000001,0.0065,2.0989,0.0005517056511537086,12.157,12.217536673654152
2,3042.78,12.5553,-6456.750000000001,8.7418,10.2355,8615.15,232.24454456915788,15.649999999999999,-0.2837999999999999,0.5438,0.014800000000000002,2.5012,0.000923977501273248,21.1169,7.4392
3,3018.64,12.4469,-5775.0,8.6829,9.8518,8363.73,231.05129848603175,15.73,0.04729999999999975,0.8048,0.015899999999999997,2.4329,0.0013970493106851972,41.7748,46.47499868149085
4,3020.29,12.4618,-6900.5,8.5891,1.0335999999999996,8510.42,232.3853249140918,15.9,0.4258000000000001,0.7611,0.0078,3.2653000000000003,0.0007838680397893941,23.1457,11.874611921761819
5,2964.69,12.5492,-5546.0,9.0744,3.680899999999998,8365.7701,231.3514598051222,15.820000000000002,1.6550000000000002,0.8137,0.0069,2.2442,9.305102748781956e-05,37.3638,11.037610371089979
6,2940.74,12.4124,-5408.75,8.9132,2.810899999999999,9047.8399,231.1908,15.76,0.0,0.8253000000000001,0.013999999999999999,2.5551,0.0007,31.317400000000003,12.322134026627582
7,3043.08,12.5004,-5095.0,8.3383,1.5036000000000012,8493.8199,231.60907376974197,15.649999999999999,2.4579999999999997,0.8345999999999999,0.0137,2.0186,0.0006704953758645115,23.5649,12.356522325136943
8,2932.61,12.5404,-5447.75,8.659,23.8245,9317.1698,231.7917381449243,15.9,-0.1891999999999997,0.8194000000000001,0.017699999999999997,3.7663,0.0010503593325535097,32.3594,36.9067
9,3031.78,12.5582,-4958.0,8.7512,1.5745000000000011,9288.12367475128,233.7235,15.92,-0.14189999999999994,0.8712,0.0095,1.6033,0.0006,15.4796,11.318806812023713
10,3028.08,12.5967,-5345.25,9.534,2.9282000000000012,8078.23,229.0942,15.95,0.5203999999999996,0.6778,0.013,2.4674,0.0005,13.0192,12.552421500325975
11,3003.82,12.4998,-5192.5,8.5288,5.4991,8564.1802,231.5737631025403,15.94,-0.5677000000000001,0.6786,0.015000000000000001,2.3933,0.0007872924726155111,27.4194,4.7135
12,2990.57,12.5373,-6623.75,8.1605,-2.5026999999999995,8808.85,233.8565,15.7,0.0,0.7048,0.015299999999999996,3.1731,0.0004,33.2053,11.67848320134619
13,2986.5,12.4849,-5416.0,8.8043,0.34000000000000064,8303.47,231.737051905664,15.960000000000003,-0.9461000000000002,0.7527,0.0073,3.2260999999999997,0.0008887793065767546,30.5482,3.3065999999999995
14,3219.75,12.5914,-5187.25,8.7556,4.169099999999998,8508.81,234.1616,15.820000000000002,-0.4258000000000001,0.6888,0.0065,3.0013,0.0005,24.0618,10.778136979949238
15,2913.4,12.5488,-5153.75,8.5571,-3.739999999999999,9303.0001,231.78612660694284,15.75,-3.4960000000000004,0.5638,0.0082,1.547,0.0008355611941580389,55.391,11.901303124088516
16,3018.8,12.27689364653017,-5334.75,9.131,4.078257988169181,9207.0201,231.8164,15.8,0.0,0.7865,0.0057,2.2140840819397507,0.0015,44.9213,6.52055107786555
