,feature_60,feature_478,feature_133,feature_125,feature_349,feature_66,feature_442,feature_332,feature_34,feature_563,feature_476
0,0.6991000000000012,6.0266,2.3766,15.82,0.0237,23.2216,0.9639,0.07909999999999999,8.6915,267.07,4.5173
1,-1.417299999999999,4.8218,2.3805,15.73,0.0272,27.2716,0.8427,0.10709999999999999,8.3006,250.084,4.2949
2,10.235500000000002,6.1589,2.3244,15.689999999999998,0.0163,14.7061,0.9192999999999999,0.0852,8.7418,264.272,4.489
3,9.851800000000003,5.0612,2.3725,15.770000000000001,0.030000000000000002,36.0791,0.7158,0.09849999999999999,8.6829,265.8916,4.8503
4,1.0335999999999987,7.4828,2.3401,15.95,0.024299999999999995,24.3057,1.1255,0.08169999999999998,8.5891,257.078,4.9923
5,3.6808999999999985,4.1813,2.2797,15.75,0.0205,19.1189,0.4782,0.0318,9.0744,264.272,2.4905
6,2.810899999999999,5.9338999999999995,2.2864,15.7,0.024499999999999997,22.2064,0.656,0.0752,8.9132,264.272,3.7726999999999995
7,1.5036000000000003,3.5466,2.3080999999999996,15.61,0.0174,25.3099,0.9319999999999999,0.0863,8.3383,264.272,4.1869
8,23.8245,9.1221,2.2592,15.95,0.0105,24.2829,1.2771,0.0243,8.659,267.064,3.1842000000000006
9,1.5744999999999987,3.3971,2.2877,15.870000000000001,0.01998,21.0974,0.5317,0.0975,8.7512,264.272,3.9223
10,2.928199999999999,4.7353,2.212,16.01,0.033900000000000007,23.905,0.565,0.0824,9.534,272.796,4.3873
11,5.499100000000002,5.268599999999999,2.2773,15.99,0.0172,17.5983,0.9361,0.0807,8.5288,265.306,4.9517
12,-2.5026999999999995,6.8675999999999995,2.2959,15.71,0.0198,32.7483,0.9174999999999999,0.0368,8.1605,270.44,3.0789
13,0.340000000000001,7.0359,2.3322999999999996,15.95,0.0116,22.3647,0.7316,0.09289999999999998,8.8043,251.616,3.8263
14,4.169100000000001,6.8146,2.2673999999999994,15.79,0.0225,22.3694,0.8531999999999998,0.0311,8.7556,256.842,3.3926
15,-3.7400000000000007,2.7876000000000003,2.2564,15.71,0.0236,29.1429,0.7032,0.0892,8.5571,258.924,4.951300000000001
16,4.58072,5.893260000000001,2.2784,15.84,0.0148,27.11044,0.7139,0.09089999999999998,9.131,249.91799999999998,4.3186599999999995
17,1.9482000000000013,9.1675,2.3735000000000004,15.73,0.038099999999999995,26.1308,0.8222,0.09399999999999999,8.5687,261.168,6.0769
18,8.145499999999998,3.4323999999999995,2.1911,16.07,0.0253,15.0471,0.6144,0.1011,8.7187,264.272,4.6131
19,4.955499999999997,9.9444,2.3499,15.54,0.0184,22.1659,0.9383,0.0622,8.441,269.366,3.5684999999999993
20,9.188200000000002,5.9269,2.2928,15.92,0.014,37.258,0.5593,0.0968,9.5642,264.99559999999997,3.9739
21,2.2854999999999994,10.1458,2.3146,15.66,0.0162,21.7095,0.5836,0.09539999999999998,8.6706,264.272,4.5947
22,0.6191000000000009,7.5571,2.3386,15.79,0.0229,23.1287,0.78,0.09289999999999998,8.7867,251.03,4.0264
23,-3.7509000000000015,3.369,2.272,15.71,0.0209,30.7593,0.6373,0.1043,8.8581,264.272,4.869600000000001
24,4.911800000000003,4.8707,2.2802,15.73,0.0154,19.2834,0.7655,0.08499999999999999,8.8624,264.272,4.920099999999999
25,0.12000000000000036,5.817,2.3121999999999994,15.84,0.0241,27.2876,0.9964999999999999,0.0883,8.6397,263.02,3.1824
26,1.8173,3.4949,2.2728,15.99,0.0445,24.3905,0.7928,0.08479999999999999,9.5713,265.908,4.2736
27,2.7927000000000004,3.9522,2.2474,15.870000000000001,0.024499999999999997,21.2465,0.7233,0.09109999999999999,8.2345,253.314,4.074
28,2.110899999999999,8.8016,2.3216,15.84,0.0177,26.2754,0.6667,0.07779999999999998,9.1502,264.872,2.5947
29,-4.410899999999998,3.706,2.4241,15.75,0.0199,29.809,0.6641,0.0842,8.6544,264.272,4.1186
30,8.9136,7.1799,2.3684,15.73,0.0373,41.2374,0.7584,0.0224,8.78856,260.674,3.2204
31,-2.0764,6.11,2.2937,15.95,0.0278,30.4914,1.1255,0.0652,8.5891,257.6748,4.3566
32,0.5518000000000008,6.0246,2.2757,15.75,0.0273,22.9635,1.0541,0.08749999999999998,8.287,264.272,5.1134
33,-0.9363999999999991,2.9235000000000007,2.2658,15.73,0.017,26.2691,0.442,0.08389999999999999,8.5851,277.55,4.2548
34,5.206399999999999,4.0558,2.3817,15.92,0.020700000000000003,21.7926,0.9237999999999998,0.08709999999999998,8.572,264.272,4.2416
35,1.2835999999999996,7.621,2.2771,15.97,0.0319,23.8157,0.6987,0.0775,9.7836,264.47,5.2874
36,1.0027000000000004,7.144299999999999,2.2864,15.7,0.022100000000000005,26.4132,0.656,0.08119999999999998,8.9132,264.272,5.69
37,-2.6563999999999988,2.3646,2.2434,15.74,0.0256,30.3233,0.7534,0.0824,9.0447,272.572,4.2248
38,-0.06360000000000124,10.0705,2.2569,15.76,0.0253,26.448,0.8858999999999999,0.0699,8.9191,256.014,3.9759
39,3.9055000000000017,6.161699999999999,2.3712,15.680000000000001,0.0164,31.425400000000003,0.6901,0.0224,9.2405,263.176,2.5731
40,2.0318,4.3582,2.3187,15.770000000000001,0.0227,21.6831,0.5317,0.1065,8.7512,253.17,4.5964
41,17.3873,5.7628,2.2887,16.05,0.04610000000000001,27.4102,1.0644,0.0247,8.9336,265.49,3.2402
42,-0.1544999999999998,4.319,2.4151,15.73,0.0241,26.8979,0.6815,0.0381,8.8909,250.206,3.0933999999999995
43,-0.33089999999999925,3.2035999999999993,2.2616,15.8,0.0169,27.3211,0.7053,0.0699,8.7635,264.272,4.2119
44,-5.7181999999999995,6.748,2.3672,15.85,0.0144,31.4501,0.5632,0.0969,9.1855,264.272,4.9331
45,3.6500000000000004,6.053599999999999,2.3375,15.98,0.0247,23.5578,0.8716,0.0833,9.0121,250.292,5.0093
46,25.5127,5.194899999999999,2.3756,15.64,0.0151,22.1353,0.7613,0.07779999999999998,9.094,261.542,3.188
47,-5.6473,6.4204,2.3099000000000003,15.85,0.025200000000000004,32.7577,1.1525,0.0254,8.536,249.548,3.4652
48,1.8608999999999984,2.582,2.2825999999999995,15.75,0.0197,22.7275,0.9136,0.08319999999999998,8.8097,264.272,4.975
49,-4.4927,4.5795,2.4241,15.75,0.0141,33.272,0.684,0.0381,8.58,264.272,2.9348
50,17.4,5.1848,2.3275,15.770000000000001,0.0256,30.1062,0.9251,0.0964,8.8287,262.938,5.2024
51,1.6072999999999993,4.6249,2.3257,16.04,0.0232,25.9809,0.7663,0.0623,8.7219,260.05400000000003,4.3563
52,0.8872999999999999,3.9097,2.3132,15.88,0.02204,24.7257,0.9251,0.10029999999999999,8.4092,259.43879999999996,4.1828
53,-2.7135999999999987,6.015,2.2752,15.779999999999998,0.0211,30.7182,0.5669,0.030600000000000002,9.6515,257.404,2.7359
54,5.338199999999998,6.0748,2.3497,15.74,0.0162,32.9612,0.7898,0.0779,9.1784,264.136,5.345
55,1.6372999999999995,6.026,2.3259,15.75,0.0236,26.6305,0.8807,0.0813,8.5987,250.0,4.9704
56,2.9691,3.4708,2.3063,15.96,0.0141,22.5569,0.577,0.08169999999999998,9.753999999999998,250.698,4.5991
57,-1.0990999999999997,6.197900000000001,2.4213999999999998,15.63,0.0154,26.063,0.9588,0.0658,8.5855,248.774,3.0857000000000006
58,2.9518,4.8857,2.3573,15.88,0.0194,22.1675,0.8435,0.0813,8.7994,263.09479999999996,4.4005
59,-10.37,4.4544,2.295,15.88,0.02388,39.7257,0.8384,0.08229999999999998,8.5177,265.80760000000004,4.0395
60,1.3445000000000007,3.9990999999999994,2.2807999999999997,15.73,0.0208,26.2833,1.0216,0.1044,8.2395,251.156,4.9827
61,1.1663999999999997,3.4878,2.30248,15.754000000000001,0.02098,25.8939,0.7584,0.0706,8.1728,256.73,4.2035
62,0.1873000000000004,3.4793,2.3922999999999996,15.8,0.0248,26.0522,0.6641,0.0686,8.6544,268.152,4.0359
63,0.48359999999999986,3.9690999999999996,2.3121999999999994,15.84,0.0185,26.2174,0.9964999999999999,0.09139999999999998,8.6397,263.066,2.9759
64,4.0809,3.2357,2.4079,15.73,0.0208,19.9076,0.7506,0.1061,8.322,264.272,4.4514
65,18.3936,4.2732,2.2936,16.03,0.038599999999999995,29.3176,0.7015,0.08589999999999999,9.2007,264.8116,3.6281000000000003
66,1.2808999999999995,4.392199999999999,2.349,15.67,0.0208,23.6041,0.9396,0.08599999999999998,8.3331,266.8,4.9328
67,0.5681999999999998,7.684,2.3573,15.88,0.0183,24.9899,0.8435,0.0813,8.7994,267.0784,5.2481
68,8.095500000000001,6.9474,2.3865,15.75,0.028460000000000003,14.1135,0.7928,0.0998,9.5713,266.0372,4.5079
69,-1.9700000000000006,2.8027,2.2797,15.75,0.0337,27.9713,0.481,0.0863,9.088,256.778,3.755
70,-8.2255,5.229299999999999,2.33502,15.798,0.013799999999999998,37.532,0.6302,0.07787999999999999,8.8249,261.436,2.117
71,-0.7499999999999996,5.8268,2.2647,15.71,0.025,24.5799,0.6641,0.08749999999999998,8.6544,261.234,4.7419
72,0.16270000000000062,3.2662,2.2825999999999995,15.75,0.0215,23.4468,0.7611,0.034,8.6472,264.272,3.4346
73,-1.9554999999999985,7.1548,2.3161,15.870000000000001,0.0201,30.0288,0.7477,0.0241,9.9964,264.272,3.0304
74,-1.3018000000000005,5.6614,2.2915,15.51,0.0281,27.3802,0.8470999999999999,0.0337,8.7538,264.272,3.5618
