,feature_60,feature_478,feature_133,feature_349,feature_65,feature_435,feature_461,feature_442,feature_34,feature_22,feature_118,feature_124,feature_104,feature_332
0,0.6991000000000006,6.0266,2.3766,0.023699999999999995,19.3009,9.9805,14.7554,0.9639,8.6915,-4750.75,59.266200000000005,15.83,-0.0095,0.07909999999999999
1,-1.4173,4.821799999999999,2.3805,0.0272,21.4173,12.5349,12.157,0.8427,8.3006,-5410.75,58.7063,15.749999999999998,-0.0163,0.1071
2,10.235500000000004,6.1589,2.3244,0.0163,9.7645,12.8413,21.1169,0.9192999999999999,8.7418,-6456.75,55.8504,15.69,-0.0108,0.0852
3,9.851800000000003,5.0611999999999995,2.3725,0.03,30.1482,10.5202,41.7748,0.7158,8.6829,-5775.0,58.283100000000005,15.81,-0.003799999999999999,0.0985
4,1.0335999999999999,7.4828,2.3401,0.0243,18.9664,11.1054,23.1457,1.1255,8.5891,-6900.5,58.026199999999996,15.94,-0.0119,0.0817
5,3.680899999999999,4.1813,2.2797,0.020500000000000004,16.3191,4.3896,37.3638,0.4782,9.0744,-5546.0,60.9507,15.86,-0.0115,0.0318
6,2.810899999999999,5.9339,2.2864,0.0245,17.1891,11.5102,31.3174,0.656,8.9132,-5408.75,58.90760000000001,15.79,-0.0093,0.07520000000000002
7,1.5035999999999998,3.5465999999999998,2.3080999999999996,0.0174,18.4964,14.685199999999998,23.5649,0.9319999999999999,8.3383,-5095.0,58.282000000000004,15.69,-0.0136,0.0863
8,23.824500000000004,9.1221,2.2592,0.0105,16.1755,14.2503,32.3594,1.2771,8.659,-5447.75,58.48080000000001,15.94,-0.0025999999999999994,0.0243
9,1.5745000000000013,3.3971,2.2877,0.020977318981889488,18.4255,8.041,15.4796,0.5317,8.7512,-4958.0,59.9764,15.909999999999998,-0.0102,0.0975
10,2.9282,4.735299999999999,2.212,0.033900000000000007,17.0718,18.972,13.0192,0.565,9.534,-5345.25,55.9011,15.98,-0.0086,0.0824
11,5.4990999999999985,5.2686,2.2773,0.0172,14.500899999999998,19.7531,27.4194,0.9361,8.5288,-5192.5,56.4388,15.97,-0.010500000000000002,0.08070000000000001
12,-2.5027,6.8676,2.2959,0.0198,22.5027,5.9122,33.2053,0.9174999999999999,8.1605,-6623.75,56.3776,15.73,-0.0094,0.036800000000000006
13,0.3400000000000009,7.0359,2.3322999999999996,0.0116,19.66,8.9372,30.5482,0.7316,8.8043,-5416.0,59.0911,15.98,-0.013,0.0929
14,4.1690999999999985,6.8145999999999995,2.2673999999999994,0.0225,15.830900000000002,10.058300000000001,24.061800000000005,0.8531999999999998,8.7556,-5187.25,59.67929999999999,15.84,-0.0121,0.0311
15,-3.740000000000002,2.7876,2.2564,0.0236,23.74,9.635800000000001,55.391,0.7032,8.5571,-5153.75,56.778400000000005,15.81,-0.0098,0.0892
16,2.3029936987419735,6.3408197685401975,2.2784,0.0148,17.697006301258025,8.919,44.9213,0.7139,9.131,-5334.75,59.095800000000004,15.89,-0.0108,0.0909
17,1.9481999999999986,9.1675,2.3735000000000004,0.0381,34.666002787332104,14.1928,20.7031,0.8222,8.5687,-5410.5,57.49009999999999,15.8,-0.007199999999999999,0.094
18,8.145499999999998,3.4324,2.1911,0.0253,11.8545,5.9052,25.4407,0.6144,8.7187,-5233.75,55.30217167498311,16.1,-0.0114,0.1011
19,4.955499999999999,9.9444,2.3499,0.0184,15.0445,38.235678500851506,14.845300000000002,0.9383,8.441,-4159.573159036706,58.7458,15.61,-0.0097,0.0622
20,9.1882,5.9269,2.2928,0.014000000000000002,30.8118,13.8036,26.161,0.5593,9.5642,-6363.000000000001,59.8003,15.909999999999998,-0.0086,0.0968
21,2.285499999999999,10.1458,2.3146,0.0162,17.7145,2.7860999999999994,16.8406,0.5836,8.6706,-6257.5,59.54270000000001,15.7,-0.006199999999999999,0.0954
22,0.6191000000000005,7.5571,2.3386,0.0229,19.3809,9.2987,28.8304,0.78,8.7867,-5607.25,58.483700000000006,15.81,-0.008000000000000002,0.0929
23,-3.750899999999999,3.369,2.272,0.0209,23.7509,13.1301,21.7993,0.6373,8.8581,-5720.25,59.3419,15.749999999999998,-0.0086,0.1043
24,4.9118,4.870699999999999,2.2802,0.0154,15.0882,8.2562,36.519,0.7655,8.8624,-5122.5,57.1869,15.8,-0.0114,0.085
25,0.1199999999999987,5.817000000000001,2.3121999999999994,0.0241,19.88,9.9237,31.398699999999998,0.9964999999999999,8.6397,-5434.0,58.6908,15.87,-0.0092,0.0883
26,1.8173000000000004,3.4949,2.2728,0.044500000000000005,18.1827,13.2642,66.37576594608113,0.7928,9.5713,-6349.750000000001,59.420300000000005,15.99,-0.016,0.0848
27,2.792699999999999,3.9522,2.2474,0.0245,17.2073,10.9953,19.1756,0.7233,8.2345,-5419.75,58.36010000000001,15.920000000000002,-0.0091,0.0911
28,2.110899999999999,8.8016,2.3216,0.0177,17.8891,8.6069,23.6929,0.6667,9.1502,-6154.0,58.823,15.89,-0.004200000000000001,0.0778
29,-4.4109,3.706,2.4241,0.0199,24.4109,16.4288,32.6596,0.6641,8.6544,-5341.25,59.4322,15.88,-0.0101,0.0842
30,8.9136,7.1799,2.3684,0.03730000000000001,31.086399999999998,4.7491,53.5488,0.7584,10.237029652516307,-5474.25,59.0911,15.77,-0.0039,0.0224
31,-2.076399999999999,6.11,2.2937,0.0278,22.0764,14.5455,33.3826,1.1255,8.5891,-6305.25,59.0644,15.98,-0.0141,0.0652
32,0.5518000000000012,6.0246,2.2757,0.0273,19.4482,4.7256,56.318,1.0541,8.287,-5639.75,55.43999999999999,15.86,-0.0123,0.0875
33,-0.9364000000000005,2.9235,2.2658,0.017,20.9364,14.3617,22.4105,0.442,8.5851,-5977.250000000001,58.225699999999996,15.77,-0.0158,0.08390000000000002
34,5.206399999999999,4.0558,2.3817,0.0207,14.793600000000001,12.1562,18.8183,0.9237999999999998,8.572,-5466.75,58.622299999999996,15.85,-0.0102,0.0871
35,1.2836000000000003,12.572534636098244,2.2771,0.031900000000000005,18.7164,11.6714,14.2191,0.6987,9.7836,-6278.999999999999,59.1488,16.01,-0.012,0.07749999999999999
36,1.0026999999999997,7.1443,2.2864,0.022099999999999998,18.9973,2.5787,28.1081,0.656,8.9132,-5477.0,57.54409999999999,15.79,-0.0139,0.0812
37,-2.6564,2.3646,2.2434,0.0256,22.6564,19.2454,18.1961,0.7534,9.0447,-5371.5,58.8339,15.78,-0.0083,0.0824
38,-0.06359999999999882,10.0705,2.2569,0.0253,20.0636,4.353100000000001,46.5021,0.8858999999999999,8.9191,-5176.25,57.6451,15.84,-0.0106,0.0699
39,3.905499999999998,6.1617,2.3712,0.0164,34.666002787332104,5.6450000000000005,29.586500000000004,0.6901,9.2405,-5641.25,57.7094,15.749999999999998,-0.0068,0.0224
40,2.031800000000001,4.3582,2.3187,0.0227,17.9682,5.1253,20.8576,0.5317,8.7512,-5193.25,58.50990000000001,15.8,-0.0101,0.1065
41,17.387299999999996,5.7628,2.2887,0.0461,22.6127,6.7048,30.4356,1.0644,8.9336,-5369.0,58.6421,15.99,-0.0078,0.0247
42,-0.15450000000000116,4.319,2.4151,0.0241,20.1545,6.4061,28.4535,0.6815,8.8909,-5770.75,58.7766,15.84,-0.0164,0.0381
43,-0.33089999999999975,3.2036,2.2616,0.0169,20.3309,13.1777,45.2399,0.7053,8.7635,-5658.25,61.2828,15.86,-0.0118,0.0699
44,-5.718200000000001,6.748,2.3672,0.0144,25.7182,7.9905,33.5223,0.5632,9.1855,-5282.75,59.303599999999996,15.87,-0.0135,0.0969
45,3.6500000000000017,6.053599999999999,2.3375,0.024699999999999996,16.35,6.3029,30.783900000000003,0.8716,9.0121,-5936.0,56.98559999999999,15.99,-0.01,0.0833
46,25.512700000000002,5.194899999999999,2.3756,0.0151,14.487299999999998,7.6279,53.855,0.7613,9.094,-5657.75,57.8978,15.72,-0.0044,0.0778
47,-5.6472999999999995,6.420400000000001,2.3099000000000003,0.0252,25.6473,16.1069,45.946,1.1525,8.536,-5226.5,58.147999999999996,15.84,-0.0119,0.0254
48,1.860900000000001,2.582,2.2825999999999995,0.0197,18.1391,20.1799,14.495,0.9136,8.8097,-5603.75,59.305,15.79,-0.0092,0.0832
49,-4.492700000000001,4.5794999999999995,2.4241,0.0141,24.4927,10.4381,22.1105,0.684,8.58,-5508.5,59.0025,15.88,-0.01,0.0381
50,17.400000000000002,5.1848,2.3275,0.0256,22.6,14.361,31.099000000000004,0.9251,8.8287,-6112.250000000001,57.09139999999999,15.8,-0.0046,0.0964
51,1.6072999999999984,4.624899999999999,2.3257,0.0232,18.3927,2.4696,25.372400000000003,0.7663,8.7219,-5422.0,59.3308,16.01,-0.011,0.0623
52,0.8873000000000006,3.9097,2.3132,0.0502899482824211,19.1127,13.239000000000003,47.8395,0.9251,8.4092,-6280.749999999999,58.3741,15.909999999999998,-0.005000000000000001,0.1003
53,-2.713600000000001,6.015,2.2752,0.021099999999999997,22.7136,10.1682,21.569,0.5669,9.6515,-5425.5,58.3573,15.89,-0.0129,0.0306
54,5.338199999999999,6.074799999999999,2.3497,0.0162,34.6618,38.235678500851506,25.2808,0.7898,9.1784,-4159.573159036706,58.9744,15.77,-0.004200000000000001,0.0779
55,1.6372999999999995,6.026,2.3259,0.0236,18.3627,10.619500000000002,35.497,0.8807,8.5987,-6310.25,58.7323,15.749999999999998,-0.013,0.0813
56,2.9691000000000005,3.4708,2.3063,0.0141,17.0309,7.4002,16.6688,0.577,9.754,-5490.25,58.57659999999999,15.96,-0.0089,0.0817
57,-1.0991000000000009,6.1979,2.4213999999999998,0.0154,21.0991,5.5035,18.1084,0.9588,8.5855,-5273.0,58.31360000000001,15.62,-0.008499999999999999,0.0658
58,2.9517999999999973,4.885699999999999,2.3573,0.0194,17.0482,8.5058,13.4574,0.8435,8.7994,-5427.75,59.0601,15.87,-0.0118,0.0813
59,-10.37,4.4544,2.295,0.0502899482824211,30.37,7.198200000000001,42.3395,0.8384,8.5177,-6439.000000000001,57.9622,15.88,-0.0117,0.08230000000000001
60,1.344499999999999,3.9991,2.2807999999999997,0.0208,18.6555,12.9923,20.9694,1.0216,8.2395,-5250.75,57.3415,15.82,-0.0136,0.1044
61,1.1664000000000003,3.4877999999999996,2.326711496636643,0.02045890072280461,18.8336,8.43,37.7546,0.7584,8.1728,-5153.25,59.2046,15.75851310847396,-0.014199999999999999,0.0706
62,0.18730000000000088,3.4793,2.3922999999999996,0.0248,19.8127,8.8156,18.1433,0.6641,8.6544,-5359.25,59.2204,15.9,-0.0137,0.0686
63,0.4835999999999998,3.9691,2.3121999999999994,0.0185,19.5164,8.177,20.4401,0.9964999999999999,8.6397,-5575.25,59.4838,15.87,-0.005199999999999999,0.0914
64,4.080900000000002,3.2357,2.4079,0.0208,15.919100000000002,6.3871,30.1043,0.7506,8.322,-6029.0,58.8463,15.79,-0.0114,0.1061
65,18.3936,4.2732,2.2936,0.0386,21.6064,38.235678500851506,25.905000000000005,0.7015,9.2007,-4159.573159036706,56.854499999999994,16.04,-0.0108,0.0859
66,1.2809000000000001,4.3922,2.349,0.0208,18.7191,10.835399999999998,26.564900000000005,0.9396,8.3331,-5371.25,59.23409999999999,15.71,-0.0112,0.086
67,0.5681999999999996,7.684000000000001,2.3573,0.0183,19.4318,14.9271,10.8607,0.8435,8.7994,-5932.0,57.1673,15.87,-0.0122,0.0813
68,8.0955,6.9474,2.3865,0.0502899482824211,11.9045,13.2003,46.4202,0.7928,9.5713,-6383.75,59.0927,15.78,-0.0106,0.0998
69,-1.9700000000000004,2.8027,2.2797,0.0337,21.97,15.6194,22.1334,0.481,9.088,-5377.0,59.650499999999994,15.86,-0.0111,0.0863
70,-8.225500000000002,5.229299999999999,2.338771556726542,0.0138,28.225499999999997,15.2786,35.7201,0.6302,8.8249,-5393.25,57.6821,15.798514403742288,-0.005300000000000001,0.15731969736607296
71,-0.7499999999999988,5.8268,2.2647,0.025,20.75,13.3543,43.5382,0.6641,8.6544,-5692.5,57.23490000000001,15.83,-0.0091,0.0875
72,0.1627000000000004,3.2662,2.2825999999999995,0.0215,19.8373,2.2511,22.2221,0.7611,8.6472,-5326.5,59.2585,15.79,-0.0093,0.034
