,feature_66,feature_349,feature_427,feature_442,feature_133,feature_461,feature_3,feature_299,feature_60
0,23.2216,0.0237,1.3155,0.9639,2.3766,14.7554,2207.0444,0.0595,0.6991000000000014
1,24.3057,0.0243,0.8006,1.1255,2.3401,23.1457,2217.8111,0.0505,1.0335999999999996
2,19.1189,0.0205,0.7004,0.4782,2.2797,37.3638,2212.3,0.0242,3.680900000000001
3,22.2064,0.0245,1.4412,0.656,2.2864,31.3174,2200.2,0.0655,2.8109
4,21.0974,0.02004,0.9783,0.5317,2.2877,15.479600000000001,2182.5555,0.0449,1.5744999999999982
5,23.905,0.0339,1.3358,0.565,2.212,13.0192,2173.2778,0.1099,2.9282000000000004
6,32.7483,0.0198,1.5814,0.9174999999999999,2.2959,33.2053,2162.5556,0.026599999999999995,-2.5026999999999995
7,29.142900000000004,0.0236,0.8463,0.7032,2.2564,55.391,2227.2444,0.0585,-3.7399999999999984
8,22.1659,0.0184,2.0504,0.9383,2.3499,14.8453,2170.0666,0.26139832709983857,4.955500000000002
9,21.7095,0.0162,1.5151,0.5836,2.3146,16.8406,2160.6,0.0166,2.285500000000001
10,23.128699999999995,0.0229,0.737,0.78,2.3386,28.8304,2191.5667,0.0488,0.6190999999999997
11,30.759299999999996,0.0209,1.2606,0.6373,2.272,21.7993,2227.2222,0.071,-3.750900000000001
12,19.2834,0.0154,0.5418,0.7655,2.2802,36.519,2224.6778,0.045,4.9117999999999995
13,27.287599999999998,0.0241,1.7251,0.9964999999999999,2.3121999999999994,31.398700000000005,2207.3889,0.0601,0.12000000000000104
14,21.2465,0.0245,0.8378000000000001,0.7233,2.2474,19.1756,2210.8556,0.0643,2.7926999999999995
15,26.2754,0.0177,1.9544,0.6667,2.3216,23.6929,2230.4222,0.0339,2.1109000000000018
16,41.2374,0.0373,1.3431,0.7584,2.3684,53.5488,2171.9,0.0254,8.913599999999999
17,22.963499999999996,0.027299999999999998,0.9287,1.0541,2.2757,56.31799999999999,2216.5,0.0286,0.5518000000000012
