,feature_60,feature_421,feature_478,feature_1,feature_133,feature_125,feature_442,feature_34,feature_476
0,0.6990999999999995,1.8087,6.0266,3079.7700000000004,2.3766,15.82,0.9639,8.6915,4.5173
1,-1.4172999999999998,1.4549,4.8218,3001.36,2.3805,15.73,0.8427,8.3006,4.2949
2,10.235499999999998,1.988,6.158899999999999,3042.78,2.3244,15.689999999999998,0.9192999999999999,8.7418,4.489
3,9.8518,2.8063,5.0612,3018.64,2.3725,15.770000000000001,0.7158,8.6829,4.8503
4,1.0335999999999999,1.0932,7.4828,3020.29,2.3401,15.95,1.1255,8.5891,4.9923
5,3.6809000000000016,0.7021,4.181300000000001,2964.69,2.2797,15.75,0.4782,9.0744,2.4905
6,2.8109000000000015,2.6353999999999997,5.9339,2940.74,2.2864,15.7,0.656,8.9132,3.7727
7,1.5035999999999994,1.9699,3.5466000000000006,3043.08,2.3080999999999996,15.61,0.9319999999999999,8.3383,4.1869
8,1.708273616206505,2.2942999999999993,9.1221,2932.61,2.2592,15.95,1.2771,8.659,3.1842
9,1.5745000000000005,1.3589,3.3971,3031.78,2.2877,15.870000000000001,0.5317,8.7512,3.9222999999999995
10,2.9281999999999986,1.4902,4.7353,3028.08,2.212,16.01,0.565,9.534,4.3873
11,5.499099999999999,2.2458,5.268599999999999,3003.82,2.2773,15.99,0.9361,8.5288,4.951699999999999
12,-2.5027,2.5141999999999998,6.8676,2990.57,2.2959,15.71,0.9174999999999999,8.1605,3.0789
13,0.3400000000000003,0.9559000000000001,7.0359,2986.5,2.3322999999999996,15.95,0.7316,8.8043,3.8263
14,4.169100000000001,0.8172999999999999,6.8146,3035.3592552973364,2.2673999999999994,15.79,0.8531999999999998,8.7556,3.3926
15,-3.7399999999999998,1.653,2.7876000000000003,2913.4,2.2564,15.71,0.7032,8.5571,4.9513
16,5.303568288739098,0.9921,6.156575628042048,3018.8,2.2784,15.84,0.7139,9.131,4.074788595383841
17,1.9482000000000004,2.7501,9.1675,2942.41,2.3735000000000004,15.73,0.8222,8.5687,6.0769
