,feature_66,feature_349,feature_478,feature_133,feature_34,feature_299,feature_342,feature_65,feature_60,feature_164,feature_435,feature_206,feature_124,feature_442,feature_22
0,23.2216,0.0237,6.0266,2.3766,8.6915,0.0595,2.6547,19.3009,0.6991000000000002,0.128,9.9805,9.22,15.83,0.9639,-4750.75
1,27.2716,0.0272,4.8218,2.3805,8.3006,0.0662,2.0989,21.4173,-1.4173000000000007,0.157,12.5349,7.3100000000000005,15.75,0.8427,-5410.75
2,14.7061,0.0163,6.1589,2.3244,8.7418,0.0519,2.5012,9.7645,10.235500000000004,0.127,12.8413,8.8,15.69,0.9192999999999999,-6456.75
3,36.0791,0.03,5.0612,2.3725,8.6829,0.0635,2.4329,30.148200000000003,9.851799999999999,0.135,10.5202,7.7700000000000005,15.81,0.7158,-5775.0
4,24.305700000000005,0.024300000000000002,7.482800000000001,2.3401,8.5891,0.0505,3.2653,18.9664,1.0336000000000014,0.108,11.1054,11.06,15.940000000000001,1.1255,-6900.499999999999
5,19.118899999999996,0.0205,4.1813,2.2797,9.0744,0.024200000000000003,2.2442,16.3191,3.680899999999999,0.05600000000000001,4.3896,6.26,15.860000000000001,0.4782,-5546.0
6,22.2064,0.024499999999999997,5.9339,2.2864,8.9132,0.0655,2.5551,17.1891,2.810900000000001,0.149,11.5102,8.8,15.79,0.656,-5408.75
7,25.309900000000003,0.0174,3.5466000000000006,2.3080999999999996,8.3383,0.0867,2.0186,18.4964,1.5035999999999998,0.193,14.6852,5.24,15.69,0.9319999999999999,-5095.0
8,24.2829,0.0105,9.122099999999998,2.2592,8.659,0.08,3.7663,16.1755,23.8245,0.187,14.2503,13.3,15.940000000000001,1.2771,-5447.75
9,21.0974,0.02088,3.3971,2.2877,8.7512,0.0449,1.6033,18.4255,1.5745000000000011,0.10199999999999998,8.041,5.1,15.91,0.5317,-4958.0
10,23.905,0.0339,4.7353,2.212,9.534,0.1099,2.4674,17.0718,2.928200000000001,0.251,18.972,6.99,15.979999999999999,0.565,-5345.25
