,feature_1,feature_20,feature_22,feature_34,feature_60,feature_122,feature_130,feature_131,feature_206,feature_349,feature_511,feature_520
0,3079.77,12.3686,-4750.75,8.6915,0.6991000000000006,15.76,0.0,0.8202999999999999,9.22,0.023699999999999995,84.9279,3.2923999999999998
1,3001.36,12.4959,-5410.75,8.3006,-1.4173,15.76,0.2837999999999999,0.8291,7.31,0.0272,25.2308,5.08652
2,3042.78,12.5553,-6456.75,8.7418,10.235500000000004,15.65,-0.2837999999999999,0.5438,8.8,0.0163,46.2963,7.439199999999999
3,3018.64,12.4469,-5775.0,8.6829,9.851800000000003,15.729999999999999,0.04729999999999975,0.8048,7.77,0.03,114.2857,48.17064686684945
4,3020.29,12.4618,-6900.5,8.5891,1.0335999999999999,15.9,0.4258000000000001,0.7611,11.06,0.0243,36.2869,3.7884800000000003
5,2964.69,12.5492,-5546.0,9.0744,3.680899999999999,15.82,1.6550000000000002,0.8137,6.26,0.020500000000000004,32.9718,4.2547
6,2940.74,12.4124,-5408.75,8.9132,2.810899999999999,15.76,0.0,0.8252999999999999,8.8,0.0245,58.9023,6.520660000000001
7,3043.08,12.5004,-5095.0,8.3383,1.5035999999999998,15.65,2.4579999999999997,0.8345999999999999,5.24,0.0174,51.3291,4.51894
8,2932.61,12.5404,-5447.75,8.659,23.824500000000004,15.9,-0.1891999999999997,0.8194,13.300000000000002,0.0105,136.35633536148606,36.9067
9,3031.78,12.5582,-4958.0,8.7512,1.5745000000000013,15.92,-0.14189999999999994,0.8711999999999999,5.1,0.02088,46.022,6.38476
10,3028.08,12.5967,-5345.25,9.534,2.9282,15.949999999999998,0.5203999999999996,0.6778,6.99,0.033900000000000007,52.0231,11.76066
11,3003.82,12.4998,-5192.5,8.5288,5.4990999999999985,15.94,-0.5677000000000001,0.6786,7.32,0.0172,29.4537,4.7135
12,2990.57,12.5373,-6623.75,8.1605,-2.5027,15.7,0.0,0.7048,9.69,0.0198,136.35633536148606,5.8524199999999995
13,2986.5,12.4849,-5416.0,8.8043,0.3400000000000009,15.96,-0.9461000000000002,0.7527,10.32,0.0116,54.6154,3.3066
14,3219.75,12.5914,-5187.25,8.7556,4.1690999999999985,15.82,-0.4258000000000001,0.6888,10.11,0.0225,39.6285,7.261219999999999
15,2913.4,12.5488,-5153.75,8.5571,-3.740000000000002,15.75,-3.4960000000000004,0.5638,4.12,0.0236,34.7826,6.886739999999999
16,3018.8,12.26860941678788,-5334.75,9.131,2.2763599999999964,15.800000000000002,0.0,0.7865,9.256285640024425,0.0148,42.3963,15.522219999999997
17,2942.41,12.6278,-5410.5,8.5687,1.9481999999999986,15.769999999999998,0.0,0.8217,13.530000000000001,0.0381,91.9861,3.6092999999999997
18,2848.46,12.4716,-5233.75,8.7187,8.145499999999998,16.02,-0.7568999999999998,0.7403,4.95,0.0253,51.8112,6.44976
19,3010.26,12.4049,-4159.573159036706,8.441,4.955499999999999,15.589999999999998,-0.14189999999999994,0.6847,14.740000000000002,0.0184,48.329,7.7522
20,3033.29,12.6278,-6363.000000000001,9.5642,9.1882,15.83,-0.3784000000000001,0.7463,9.02,0.014000000000000002,45.152,4.346
21,2941.23,12.58,-6257.5,8.6706,2.285499999999999,15.65,1.0399999999999998,0.657,14.91,0.0162,42.0202,5.80574
22,3043.22,12.4849,-5607.25,8.7867,0.6191000000000005,15.74,-0.9461000000000002,0.6893,11.180000000000001,0.0229,71.028,9.4653
23,3021.61,12.4124,-5720.25,8.8581,-3.750899999999999,15.729999999999999,-3.449,0.5042,4.95,0.0209,39.708,5.206440000000001
24,3048.76,12.512,-5122.5,8.8624,4.9118,15.75,0.7096,0.8543000000000001,7.04,0.0154,30.837,4.1715
25,2980.5660000000003,12.4761,-5434.0,8.6397,0.1199999999999987,15.87,-0.4258000000000001,0.7785000000000001,8.33,0.0241,64.3929,4.87392
26,2943.9,12.4753,-6349.750000000001,9.5713,1.8173000000000004,15.92,0.23650000000000015,0.7287,5.14,0.044500000000000005,50.7439,4.4127
27,2965.41,12.7051,-5419.75,8.2345,2.792699999999999,15.87,-0.8042000000000002,0.7003,6.01,0.0245,56.044,5.10704
28,3030.27,12.4608,-6154.0,9.1502,2.110899999999999,15.83,-0.4730999999999999,0.7589,13.41,0.0177,136.35633536148606,15.84598
29,3035.89,12.58,-5341.25,8.6544,-4.4109,15.839999999999998,-2.553,0.8014,5.5,0.0199,34.6535,4.65718
30,2943.58,12.5698,-5474.25,10.237029652516307,8.9136,15.74,-0.3310999999999997,0.7681,10.22,0.03730000000000001,93.9683,36.3044
31,3006.39,12.5218,-6305.25,8.5891,-2.076399999999999,15.93,-1.655,0.7591,9.35,0.0278,33.2449,3.5725999999999996
32,3007.75,12.5488,-5639.75,8.287,0.5518000000000012,15.769999999999998,0.04729999999999975,0.6423,8.84,0.0273,44.8065,4.885
33,2936.51,12.4059,-5977.250000000001,8.5851,-0.9364000000000005,15.79,-2.222,0.7822,4.38,0.017,25.3365,10.991579999999999
34,3021.83,12.4349,-5466.75,8.572,5.206399999999999,15.9,0.0,0.8536,5.7,0.0207,37.3464,3.9393
35,3033.29,12.4998,-6278.999999999999,9.7836,1.2836000000000003,15.949999999999998,-0.5203999999999996,0.7232,18.421428200122122,0.031900000000000005,28.3333,6.3419
36,3230.1933678927885,12.56,-5477.0,8.9132,1.0026999999999997,15.76,0.0,0.8252999999999999,10.400000000000002,0.022099999999999998,38.9189,7.495760000000001
37,2951.06,12.5967,-5371.5,9.0447,-2.6564,15.74,-0.5203999999999996,0.7154,3.49,0.0256,44.3778,9.900379999999998
