,feature_60,feature_478,feature_133,feature_349,feature_65,feature_435,feature_34,feature_22,feature_442,feature_124
0,0.6991000000000002,6.0266,2.3766,0.0237,19.3009,9.9805,8.6915,-4750.75,0.9639,15.83
1,-1.4173000000000007,4.8218,2.3805,0.0272,21.4173,12.5349,8.3006,-5410.75,0.8427,15.75
2,10.235500000000004,6.1589,2.3244,0.0163,9.7645,12.8413,8.7418,-6456.75,0.9192999999999999,15.69
3,9.851799999999999,5.0612,2.3725,0.03,30.148200000000003,10.5202,8.6829,-5775.0,0.7158,15.81
4,1.0336000000000014,7.482800000000001,2.3401,0.024300000000000002,18.9664,11.1054,8.5891,-6900.499999999999,1.1255,15.940000000000001
5,3.680899999999999,4.1813,2.2797,0.0205,16.3191,4.3896,9.0744,-5546.0,0.4782,15.860000000000001
6,2.810900000000001,5.9339,2.2864,0.024499999999999997,17.1891,11.5102,8.9132,-5408.75,0.656,15.79
7,1.5035999999999998,3.5466000000000006,2.3080999999999996,0.0174,18.4964,14.6852,8.3383,-5095.0,0.9319999999999999,15.69
8,23.8245,9.122099999999998,2.2592,0.0105,16.1755,14.2503,8.659,-5447.75,1.2771,15.940000000000001
9,1.5745000000000011,3.3971,2.2877,0.02099361579096755,18.4255,8.041,8.7512,-4958.0,0.5317,15.91
10,2.928200000000001,4.7353,2.212,0.0339,17.0718,18.972,9.534,-5345.25,0.565,15.979999999999999
11,5.499100000000002,5.2686,2.2773,0.0172,14.500900000000001,19.7531,8.5288,-5192.5,0.9361,15.97
12,-2.5027000000000004,6.8676,2.2959,0.0198,22.5027,5.9122,8.1605,-6623.750000000001,0.9174999999999999,15.73
13,0.3400000000000013,7.0359,2.3322999999999996,0.0116,19.66,8.9372,8.8043,-5416.0,0.7316,15.979999999999999
14,4.169099999999998,6.8145999999999995,2.2673999999999994,0.0225,15.8309,10.0583,8.7556,-5187.25,0.8531999999999998,15.84
15,-3.74,2.7876,2.2564,0.0236,23.74,9.6358,8.5571,-5153.75,0.7032,15.81
16,2.7369513667809175,7.22619686710189,2.2784,0.0148,17.26304863321908,8.919,9.131,-5334.75,0.7139,15.89
17,1.9482000000000004,9.1675,2.3735000000000004,0.0381,34.80729782443748,14.1928,8.5687,-5410.5,0.8222,15.8
18,8.1455,3.4323999999999995,2.1911,0.025300000000000003,11.8545,5.9052,8.7187,-5233.75,0.6144,16.1
19,4.955499999999997,9.9444,2.3499,0.0184,15.0445,64.52876967187713,8.441,-4090.620481174927,0.9383,15.61
20,9.188200000000002,5.9269,2.2928,0.014,30.811800000000005,13.8036,9.5642,-6363.0,0.5593,15.91
21,2.285499999999999,10.145799999999998,2.3146,0.0162,17.7145,2.7861,8.6706,-6257.5,0.5836,15.699999999999998
22,0.6190999999999985,7.557100000000001,2.3386,0.022900000000000004,19.3809,9.2987,8.7867,-5607.25,0.78,15.81
23,-3.7509000000000006,3.3689999999999998,2.272,0.0209,23.7509,13.1301,8.8581,-5720.25,0.6373,15.75
24,4.911799999999999,4.8707,2.2802,0.0154,15.088200000000002,8.2562,8.8624,-5122.5,0.7655,15.8
25,0.11999999999999963,5.817,2.3121999999999994,0.024100000000000003,19.88,9.9237,8.6397,-5434.0,0.9964999999999999,15.87
26,1.8173000000000006,3.4949,2.2728,0.04449999999999999,18.1827,13.2642,9.5713,-6349.749999999999,0.7928,15.99
27,2.792700000000001,3.9522,2.2474,0.024499999999999997,17.2073,10.9953,8.2345,-5419.75,0.7233,15.92
28,2.110900000000001,8.801599999999999,2.3216,0.0177,17.8891,8.6069,9.1502,-6154.0,0.6667,15.89
29,-4.4109,3.706,2.4241,0.0199,24.4109,16.4288,8.6544,-5341.25,0.6641,15.88
30,8.913600000000002,7.1799,2.3684,0.0373,31.0864,4.7491,10.6376,-5474.25,0.7584,15.77
