,feature_60,feature_478,feature_133,feature_349,feature_65,feature_435,feature_34,feature_22,feature_442,feature_124
0,0.6991000000000002,6.0266,2.3766,0.0237,19.3009,9.9805,8.6915,-4750.75,0.9639,15.83
1,-1.4173000000000007,4.8218,2.3805,0.0272,21.4173,12.5349,8.3006,-5410.75,0.8427,15.75
2,1.0336000000000014,7.482800000000001,2.3401,0.024300000000000002,18.9664,11.1054,8.5891,-6900.499999999999,1.1255,15.940000000000001
3,3.680899999999999,4.1813,2.2797,0.0205,16.3191,4.3896,9.0744,-5546.0,0.4782,15.860000000000001
4,2.810900000000001,5.9339,2.2864,0.024499999999999997,17.1891,11.5102,8.9132,-5408.75,0.656,15.79
5,1.5035999999999998,3.5466000000000006,2.3080999999999996,0.0174,18.4964,14.6852,8.3383,-5095.0,0.9319999999999999,15.69
6,2.928200000000001,4.7353,2.212,0.0339,17.0718,18.972,9.534,-5345.25,0.565,15.979999999999999
7,-2.5027000000000004,6.8676,2.2959,0.0198,22.5027,5.9122,8.1605,-6623.750000000001,0.9174999999999999,15.73
8,0.3400000000000013,7.0359,2.3322999999999996,0.0116,19.66,8.9372,8.8043,-5416.0,0.7316,15.979999999999999
9,-3.74,2.7876,2.2564,0.0236,23.74,9.6358,8.5571,-5153.75,0.7032,15.81
10,2.285499999999999,10.145799999999998,2.3146,0.0162,17.7145,2.7861,8.6706,-6257.5,0.5836,15.699999999999998
11,-3.7509000000000006,3.3689999999999998,2.272,0.0209,23.7509,13.1301,8.8581,-5720.25,0.6373,15.75
12,0.11999999999999963,5.817,2.3121999999999994,0.024100000000000003,19.88,9.9237,8.6397,-5434.0,0.9964999999999999,15.87
13,2.792700000000001,3.9522,2.2474,0.024499999999999997,17.2073,10.9953,8.2345,-5419.75,0.7233,15.92
14,-2.0764,6.11,2.2937,0.0278,22.0764,14.5455,8.5891,-6305.249999999999,1.1255,15.979999999999999
15,0.5518,6.0246,2.2757,0.0273,19.4482,4.7256,8.287,-5639.75,1.0541,15.860000000000001
16,-0.9363999999999995,2.9235,2.2658,0.017,20.9364,14.3617,8.5851,-5977.25,0.442,15.77
17,1.2836000000000007,12.675699999999999,2.2771,0.0319,18.7164,11.6714,9.7836,-6279.0,0.6987,16.01
18,-2.6564000000000005,2.3646,2.2434,0.0256,22.6564,19.2454,9.0447,-5371.5,0.7534,15.780000000000001
19,-0.06360000000000128,10.0705,2.2569,0.025300000000000003,20.0636,4.3531,8.9191,-5176.25,0.8858999999999999,15.84
20,2.031799999999999,4.3582,2.3187,0.022699999999999998,17.9682,5.1253,8.7512,-5193.25,0.5317,15.8
21,3.6500000000000012,6.0536,2.3375,0.024700000000000003,16.35,6.3029,9.0121,-5936.0,0.8716,15.99
22,25.5127,5.1949,2.3756,0.0151,14.487300000000001,7.6279,9.094,-5657.75,0.7613,15.72
23,-5.6472999999999995,6.4204,2.3099000000000003,0.0252,25.6473,16.1069,8.536,-5226.5,1.1525,15.84
24,1.8609000000000013,2.582,2.2825999999999995,0.0197,18.1391,20.1799,8.8097,-5603.75,0.9136,15.79
25,-4.492699999999999,4.5795,2.4241,0.0141,24.4927,10.4381,8.58,-5508.5,0.684,15.88
26,1.607299999999999,4.6249,2.3257,0.0232,18.3927,2.4696,8.7219,-5422.0,0.7663,16.01
27,0.8873000000000012,3.9097,2.3132,0.05119951484336682,19.1127,13.239,8.4092,-6280.749999999999,0.9251,15.91
28,-2.713599999999999,6.015,2.2752,0.021100000000000004,22.7136,10.1682,9.6515,-5425.5,0.5669,15.89
29,1.6372999999999995,6.026,2.3259,0.0236,18.3627,10.6195,8.5987,-6310.25,0.8807,15.75
30,-1.0991,6.1979,2.4213999999999998,0.0154,21.0991,5.5035,8.5855,-5273.0,0.9588,15.619999999999997
31,2.951799999999998,4.8857,2.3573,0.0194,17.0482,8.5058,8.7994,-5427.75,0.8435,15.87
