,feature_60,feature_478,feature_421,feature_349,feature_65,feature_435,feature_124,feature_442,feature_332,feature_34,feature_22,feature_563
0,0.6991000000000003,6.0266,1.8087,0.023699999999999995,19.3009,9.980500000000001,15.83,0.9639,0.0791,8.6915,-4750.75,267.07
1,-1.4173000000000002,4.821799999999999,1.4549,0.0272,21.4173,12.534899999999999,15.75,0.8427,0.1071,8.3006,-5410.75,250.084
2,10.235499999999996,6.1589,1.988,0.0163,9.7645,12.8413,15.69,0.9192999999999999,0.0852,8.7418,-6456.75,264.272
3,9.851800000000004,5.0612,2.8063000000000002,0.030000000000000002,30.1482,10.520200000000003,15.81,0.7158,0.09850000000000002,8.6829,-5775.0,268.69079999999997
4,1.0335999999999994,7.4828,1.0932,0.0243,18.9664,11.1054,15.94,1.1255,0.0817,8.5891,-6900.5,254.36319999999998
5,3.680900000000003,4.1813,0.7021,0.0205,16.3191,4.3896,15.86,0.4782,0.0318,9.0744,-5546.0,264.272
6,2.8109000000000015,5.9339,2.6354000000000006,0.0245,17.1891,11.5102,15.79,0.656,0.0752,8.9132,-5408.75,264.272
7,1.5036000000000003,3.5466,1.9698999999999998,0.0174,18.4964,14.6852,15.69,0.9319999999999999,0.0863,8.3383,-5095.0,264.272
8,23.8245,9.1221,2.2943,0.0105,16.1755,14.2503,15.94,1.2771,0.0243,8.659,-5447.75,267.064
9,1.5745000000000005,3.3971000000000005,1.3589,0.01926,18.4255,8.041000000000002,15.91,0.5317,0.0975,8.7512,-4958.0,264.272
10,2.928200000000001,4.735299999999999,1.4902,0.0339,17.0718,18.972,15.98,0.565,0.0824,9.534,-5345.25,272.796
11,5.499099999999998,5.2686,2.2458000000000005,0.0172,14.5009,19.7531,15.97,0.9361,0.0807,8.5288,-5192.5,265.306
12,-2.5027,6.8676,2.5142,0.0198,22.5027,5.9122,15.73,0.9174999999999999,0.0368,8.1605,-6623.75,270.44
13,0.3400000000000003,7.0359,0.9559,0.0116,19.66,8.9372,15.98,0.7316,0.0929,8.8043,-5416.0,251.61600000000004
14,4.1690999999999985,6.8146,0.8173,0.022499999999999996,15.830899999999998,10.058300000000001,15.840000000000002,0.8531999999999998,0.0311,8.7556,-5187.25,256.842
15,-3.7400000000000007,2.7876,1.653,0.0236,23.74,9.6358,15.81,0.7032,0.0892,8.5571,-5153.75,258.924
16,4.711999999999998,5.881460000000001,0.9921000000000001,0.0148,19.288,8.919,15.89,0.7139,0.0909,9.131,-5334.75,249.91800000000003
17,1.9482000000000006,9.1675,2.7501,0.0381,34.628234914183935,14.1928,15.8,0.8222,0.09399999999999999,8.5687,-5410.5,261.168
18,8.145500000000002,3.4324,0.5649,0.0253,11.8545,5.9052,16.1,0.6144,0.10109999999999998,8.7187,-5233.75,264.272
19,4.955500000000001,9.9444,3.0235,0.0184,15.044499999999998,22.800435167947946,15.61,0.9383,0.0622,8.441,-4173.970024483161,269.366
20,9.188200000000002,5.9269,2.7521,0.014,30.8118,13.8036,15.91,0.5593,0.0968,9.5642,-6363.000000000001,264.51759999999996
21,2.2855,10.1458,2.126,0.0162,17.7145,2.7861,15.7,0.5836,0.09539999999999998,8.6706,-6257.500000000001,264.272
22,0.6190999999999987,7.5571,1.0582,0.0229,19.3809,9.298700000000002,15.81,0.78,0.0929,8.7867,-5607.25,251.03000000000003
23,-3.750900000000001,3.369,1.6264,0.0209,23.7509,13.1301,15.75,0.6373,0.10429999999999999,8.8581,-5720.25,264.272
24,4.9118,4.870699999999999,0.9131,0.0154,15.0882,8.2562,15.8,0.7655,0.085,8.8624,-5122.5,264.272
25,0.11999999999999979,5.816999999999999,2.3232000000000004,0.0241,19.88,9.923700000000002,15.87,0.9964999999999999,0.0883,8.6397,-5434.0,263.02
26,1.8173000000000006,3.4949,2.6912,0.0445,18.1827,13.2642,15.989999999999998,0.7928,0.0848,9.5713,-6349.75,265.908
27,2.7926999999999986,3.9522,1.1494,0.0245,17.2073,10.9953,15.92,0.7233,0.0911,8.2345,-5419.75,253.314
28,2.110899999999999,8.8016,2.5678000000000005,0.0177,17.8891,8.606900000000001,15.89,0.6667,0.0778,9.1502,-6154.0,260.212
29,-4.4109,3.706,0.8233,0.0199,24.4109,16.4288,15.88,0.6641,0.0842,8.6544,-5341.25,264.272
30,8.9136,7.1799,1.9599000000000002,0.03729999999999999,31.086400000000005,4.7491,15.77,0.7584,0.0224,10.053779039737469,-5474.25,260.674
31,-2.0763999999999996,6.11,0.5995,0.0278,22.0764,14.5455,15.98,1.1255,0.0652,8.5891,-6305.25,256.6252
32,0.5517999999999986,6.0246,1.6993,0.0273,19.4482,4.7256,15.86,1.0541,0.0875,8.287,-5639.75,264.272
33,-0.936399999999999,2.9235,1.4106,0.017,20.9364,14.3617,15.77,0.442,0.0839,8.5851,-5977.250000000001,277.55
34,5.206400000000003,4.0558,2.4229,0.0207,14.7936,12.1562,15.85,0.9237999999999998,0.0871,8.572,-5466.75,264.272
35,1.2835999999999999,12.043976418591186,1.9827000000000001,0.03189999999999999,18.7164,11.671400000000002,16.01,0.6987,0.0775,9.7836,-6279.0,264.47
36,1.0027,7.1443,1.9321,0.0221,18.9973,2.5787,15.79,0.656,0.0812,8.9132,-5477.0,264.272
