,feature_66,feature_349,feature_427,feature_442,feature_133,feature_461,feature_3,feature_299,feature_60
0,23.2216,0.0237,1.3155,0.9639,2.3766,14.7554,2207.0444,0.0595,0.6991000000000014
1,27.2716,0.0272,0.6593,0.8427,2.3805,12.157,2155.3111,0.0662,-1.4173000000000007
2,14.7061,0.0163,1.5403,0.9192999999999999,2.3244,21.1169,2173.4556,0.0519,10.235500000000002
3,36.0791,0.03,1.6422,0.7158,2.3725,41.77479999999999,2224.0,0.0635,9.851800000000003
4,24.3057,0.0243,0.8006,1.1255,2.3401,23.1457,2217.8111,0.0505,1.0335999999999996
5,19.1189,0.0205,0.7004,0.4782,2.2797,37.3638,2212.3,0.0242,3.680900000000001
6,22.2064,0.0245,1.4412,0.656,2.2864,31.3174,2200.2,0.0655,2.8109
7,25.309900000000003,0.0174,1.419,0.9319999999999999,2.3080999999999996,23.5649,2209.8,0.0867,1.5036000000000016
8,24.2829,0.0105,1.8268,1.2771,2.2592,32.3594,2186.4111,0.08,23.8245
9,21.0974,0.02004,0.9783,0.5317,2.2877,15.479600000000001,2182.5555,0.0449,1.5744999999999982
10,23.905,0.0339,1.3358,0.565,2.212,13.0192,2173.2778,0.1099,2.9282000000000004
11,17.5983,0.0172,1.5564,0.9361,2.2773,27.4194,2163.5889,0.1141,5.499100000000001
12,32.7483,0.0198,1.5814,0.9174999999999999,2.2959,33.2053,2162.5556,0.026599999999999995,-2.5026999999999995
13,22.3647,0.0116,0.7479,0.7316,2.3322999999999996,30.548200000000005,2236.0667,0.0486,0.3399999999999987
14,22.3694,0.0225,0.6601,0.8531999999999998,2.2673999999999994,24.0618,2239.4111,0.0607,4.169100000000004
15,29.142900000000004,0.0236,0.8463,0.7032,2.2564,55.391,2227.2444,0.0585,-3.7399999999999984
16,27.24868,0.0148,0.5788,0.7139,2.2784,44.9213,2195.6667,0.0536,4.1316200000000025
17,45.3921,0.0381,2.02,0.8222,2.3735000000000004,20.7031,2207.0444,0.0868,1.9482000000000002
18,15.047099999999999,0.0253,0.6477,0.6144,2.1911,25.4407,2164.3666,0.0359,8.145499999999997
19,22.1659,0.0184,2.0504,0.9383,2.3499,14.8453,2170.0666,0.26139832709983857,4.955500000000002
20,37.258,0.014000000000000002,1.5739,0.5593,2.2928,26.161,2244.1111,0.0565,9.188200000000002
21,21.7095,0.0162,1.5151,0.5836,2.3146,16.8406,2160.6,0.0166,2.285500000000001
22,23.128699999999995,0.0229,0.737,0.78,2.3386,28.8304,2191.5667,0.0488,0.6190999999999997
23,30.759299999999996,0.0209,1.2606,0.6373,2.272,21.7993,2227.2222,0.071,-3.750900000000001
24,19.2834,0.0154,0.5418,0.7655,2.2802,36.519,2224.6778,0.045,4.9117999999999995
25,27.287599999999998,0.0241,1.7251,0.9964999999999999,2.3121999999999994,31.398700000000005,2207.3889,0.0601,0.12000000000000104
26,24.3905,0.0445,2.2004,0.7928,2.2728,68.2629253813614,2173.4556,0.053,1.8172999999999997
27,21.2465,0.0245,0.8378000000000001,0.7233,2.2474,19.1756,2210.8556,0.0643,2.7926999999999995
28,26.2754,0.0177,1.9544,0.6667,2.3216,23.6929,2230.4222,0.0339,2.1109000000000018
29,29.809000000000005,0.0199,0.6131,0.6641,2.4241,32.6596,2243.8556,0.1043,-4.4109
30,41.2374,0.0373,1.3431,0.7584,2.3684,53.5488,2171.9,0.0254,8.913599999999999
31,30.4914,0.027800000000000002,0.47929999999999995,1.1255,2.2937,33.3826,2220.4778,0.0587,-2.0763999999999996
32,22.963499999999996,0.027299999999999998,0.9287,1.0541,2.2757,56.31799999999999,2216.5,0.0286,0.5518000000000012
33,26.2691,0.017,0.9269,0.442,2.2658,22.4105,2266.8333,0.0816,-0.9363999999999992
34,21.7926,0.0207,1.2483,0.9237999999999998,2.3817,18.8183,2205.7445,0.0679,5.2064
35,23.8157,0.0319,1.0257,0.6987,2.2771,14.2191,2124.8444,0.0472,1.2836000000000007
36,26.4132,0.0221,0.5418,0.656,2.2864,28.1081,2208.5222,0.0175,1.002699999999999
37,30.3233,0.025600000000000005,1.1716,0.7534,2.2434,18.1961,2228.4778,0.099,-2.6564
38,26.448,0.0253,0.8527,0.8858999999999999,2.2569,46.5021,2247.3666,0.025699999999999997,-0.06359999999999875
39,45.77310000000001,0.0164,1.4389,0.6901,2.3712,29.5865,2191.9,0.038,3.905500000000002
40,21.6831,0.0227,0.5403,0.5317,2.3187,20.8576,2191.3556,0.0327,2.0318
41,27.4102,0.0461,1.2655,1.0644,2.2887,30.4356,2223.0333,0.0384,17.3873
42,26.8979,0.0241,0.5996,0.6815,2.4151,28.4535,2165.0333,0.0393,-0.1544999999999999
43,27.321099999999998,0.0169,1.3047,0.7053,2.2616,45.2399,2189.9667,0.0805,-0.3309
44,31.450100000000003,0.0144,1.5308,0.5632,2.3672,33.5223,2218.0555,0.045,-5.718200000000002
45,23.5578,0.024699999999999996,0.6632,0.8716,2.3375,30.7839,2217.8667,0.0351,3.650000000000001
46,22.1353,0.0151,2.1082,0.7613,2.3756,53.855,2232.5889,0.0433,25.5127
47,32.7577,0.025199999999999997,0.6269,1.1525,2.3099000000000003,45.946,2196.8,0.088,-5.647299999999999
48,22.727499999999996,0.0197,0.5892,0.9136,2.2825999999999995,14.495,2162.1333,0.1198,1.8609000000000004
49,33.272,0.0141,1.5991,0.684,2.4241,22.1105,2178.5889,0.0573,-4.492699999999999
50,30.1062,0.025600000000000005,1.6608,0.9251,2.3275,31.099,2191.7889,0.0813,17.4
51,25.9809,0.0232,1.7426,0.7663,2.3257,25.3724,2217.8667,0.0144,1.607300000000001
52,24.725699999999996,0.0521,0.6011,0.9251,2.3132,47.8395,2207.0444,0.061,0.8873000000000013
53,30.7182,0.0211,0.6632,0.5669,2.2752,21.569,2206.4,0.0626,-2.7135999999999982
54,45.401199999999996,0.0162,1.2224,0.7898,2.3497,25.2808,2196.6555,0.26139832709983857,5.3382000000000005
55,26.6305,0.0236,0.5648,0.8807,2.3259,35.497,2183.1,0.0454,1.6373000000000013
56,22.5569,0.0141,0.6418,0.577,2.3063,16.6688,2228.4444,0.0397,2.9690999999999996
57,26.063000000000002,0.0154,0.5445,0.9588,2.4213999999999998,18.1084,2203.4556,0.0337,-1.0991000000000006
58,22.1675,0.0194,1.1766,0.8435,2.3573,13.4574,2172.5333,0.05,2.9517999999999995
59,39.7257,0.0505,2.2773,0.8384,2.295,42.3395,2207.0444,0.0339,-10.370000000000001
60,26.2833,0.0208,0.6101,1.0216,2.2807999999999997,20.9694,2246.5778,0.074,1.3445000000000016
61,25.8939,0.020499999999999997,0.8139799999999999,0.7584,2.3285199999999997,37.7546,2206.3,0.0452,1.166399999999999
62,26.052199999999996,0.0248,1.1702,0.6641,2.3922999999999996,18.1433,2222.0111,0.0494,0.1872999999999995
63,26.2174,0.0185,1.4616,0.9964999999999999,2.3121999999999994,20.4401,2207.3889,0.0467,0.4835999999999992
64,19.9076,0.0208,2.2414,0.7506,2.4079,30.1043,2168.7,0.0387,4.080900000000001
65,29.3176,0.0386,1.5379,0.7015,2.2936,25.905,2160.3667,0.26139832709983857,18.3936
66,23.6041,0.0208,1.9705999999999997,0.9396,2.349,26.5649,2175.9667,0.0644,1.2808999999999997
67,24.9899,0.0183,1.1539,0.8435,2.3573,10.8607,2178.6889,0.0875,0.568200000000001
68,14.1135,0.05582851324912265,2.0544,0.7928,2.3865,46.4202,2238.5444,0.0535,8.095500000000001
69,27.971300000000003,0.0337,0.7382,0.481,2.2797,22.1334,2223.0444,0.0866,-1.9699999999999989
70,37.532,0.0138,1.3796,0.6302,2.31474,35.7201,2191.9,0.0813,-8.225500000000002
71,24.5799,0.025,1.2366,0.6641,2.2647,43.5382,2194.9556,0.0803,-0.7500000000000001
72,23.4468,0.0215,1.5257,0.7611,2.2825999999999995,22.2221,2238.1444,0.0119,0.1627000000000014
73,30.0288,0.0201,0.48319999999999996,0.7477,2.3161,20.3639,2218.0555,0.0564,-1.9555000000000013
74,27.380200000000002,0.0281,1.4317,0.8470999999999999,2.2915,8.6169,2204.6667,0.0551,-1.3018000000000014
75,27.3069,0.0149,0.5758,0.6335,2.3063,31.2453,2167.2,0.09,-0.01910000000000088
76,25.7305,0.0229,1.5604,0.4254,2.2563,42.9683,2231.0555,0.0342,-2.0327000000000006
77,22.0576,0.0192,0.5481,0.7337,2.3883,15.2398,2110.3994505613423,0.0884,3.0982000000000025
78,30.9387,0.013400000000000002,1.7736,0.8136,2.2859,41.09309999999999,2199.3,0.0532,-2.9609000000000014
79,22.3195,0.0199,0.6244,0.6927,2.2726,36.1226,2175.1222,0.1084,3.5436
80,23.5326,0.0239,1.8291,1.0189,2.3322999999999996,19.107,2233.1556,0.0678,1.5127000000000004
81,24.7337,0.0234,0.5965,0.8146,2.3402,14.7869,2201.0667,0.059000000000000004,1.1700000000000006
82,26.2439,0.015200000000000002,0.5518,0.7258,2.2472,25.1543,2213.9111,0.0835,-0.8045000000000002
83,23.2157,0.0461,1.8725,0.577,2.3604,28.116,2179.2,0.0654,2.9900000000000015
84,20.2591,0.0135,2.1221,1.0959,2.3524,27.9613,2222.3222,0.04660000000000001,27.3427
85,26.3407,0.0175,1.0482,0.8594999999999999,2.2445,31.0537,2172.3111,0.0849,0.6999999999999986
86,37.4668,0.0306,1.4978,1.1815,2.3073,27.2655,2213.7556,0.0355,10.995499999999998
87,21.2309,0.0269,0.7851,0.8751999999999999,2.3162,57.4597,2183.3111,0.0859,1.7373000000000012
88,49.01150224566694,0.0323,1.2405,0.8716,2.3375,36.4153,2183.5,0.0517,-19.9927
89,28.1684,0.021900000000000003,1.39,0.5194,2.212,33.7616,2211.4,0.0627,0.9573000000000008
90,31.4027,0.019979999999999998,1.588,0.7392,2.2877,18.5401,2198.5667,0.0249,-3.3554999999999984
91,28.9181,0.0169,0.6811,1.0143,2.4167,33.5782,2250.3667,0.0205,-0.6327000000000002
