,hyperparam,batch_size,epochs,activation,dropout_rate,neurons,train_cf_matrix,train_accuracy,train_f1,train_precision,train_recall,train_auc,train_log_loss,train_cohen_kappa_score,test_cf_matrix,test_accuracy,test_f1,test_precision,test_recall,test_auc,test_log_loss,test_cohen_kappa_score
674,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",500,50,linear,0.0,1.5,"[[561 197]
 [436 651]]",0.656910569105691,0.6728682170542637,0.7676886792452831,0.5988960441582337,0.6695007925276657,11.849974514185481,0.32356244312992055,"[[212  81]
 [  7  14]]",0.7197452229299363,0.24137931034482757,0.14736842105263157,0.6666666666666666,0.6951080773606371,9.679863344407599,0.1480545106986496
675,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",500,50,linear,0.0,2.0,"[[506 252]
 [391 696]]",0.6514905149051491,0.684029484029484,0.7341772151898734,0.640294388224471,0.6539202811834757,12.037200390504053,0.29952828935365194,"[[190 103]
 [  8  13]]",0.6464968152866242,0.18978102189781024,0.11206896551724138,0.6190476190476191,0.6337558914350723,12.209829740033108,0.08630000524301373
676,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",500,50,linear,0.1,0.5,"[[327 431]
 [344 743]]",0.5799457994579946,0.6572313135780627,0.6328790459965928,0.6835326586936522,0.5574655377900979,14.508344895690078,0.11696265413590956,"[[126 167]
 [  7  14]]",0.445859872611465,0.1386138613861386,0.07734806629834254,0.6666666666666666,0.5483503981797497,19.13974721492134,0.02131623257980142
677,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",500,50,linear,0.1,1.0,"[[236 522]
 [400 687]]",0.5002710027100271,0.5984320557491289,0.5682382133995038,0.6320147194112236,0.4716801829246091,17.260254323016916,-0.058053657462522334,"[[ 97 196]
 [  4  17]]",0.3630573248407643,0.14529914529914528,0.07981220657276995,0.8095238095238095,0.5702909150008126,21.999719745472788,0.026809236014256776
678,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",500,50,linear,0.1,1.5,"[[424 334]
 [253 834]]",0.6818428184281843,0.7396895787139689,0.714041095890411,0.7672493100275989,0.6633080323225066,10.988904503715043,0.3319847795796188,"[[158 135]
 [  8  13]]",0.5445859872611465,0.15384615384615385,0.08783783783783784,0.6190476190476191,0.5791483829026491,15.729786529061478,0.04157950907150465
679,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",500,50,linear,0.1,2.0,"[[512 246]
 [300 787]]",0.7040650406504065,0.7424528301886791,0.7618586640851888,0.7240110395584176,0.6997363904916098,10.221338001403284,0.395211982291683,"[[189 104]
 [  6  15]]",0.6496815286624203,0.2142857142857143,0.12605042016806722,0.7142857142857143,0.6796684544124818,12.099836183353235,0.11349520045172223
680,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",500,50,linear,0.3,0.5,"[[320 438]
 [218 869]]",0.6444444444444445,0.7259816207184628,0.6648814078041316,0.7994480220791168,0.610805805234809,12.280643652431346,0.23179258552140514,"[[115 178]
 [  5  16]]",0.4171974522292994,0.14883720930232558,0.08247422680412371,0.7619047619047619,0.5771981147407769,20.12974015481283,0.03200700785013977
681,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",500,50,linear,0.3,1.0,"[[242 516]
 [147 940]]",0.640650406504065,0.739284309870232,0.6456043956043956,0.8647654093836247,0.5920133115519706,12.411718884606916,0.19866216047130314,"[[ 92 201]
 [  4  17]]",0.3471337579617834,0.14225941422594143,0.0779816513761468,0.8095238095238095,0.5617584917926215,22.54971299375847,0.023068750948550654
682,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",500,50,linear,0.3,1.5,"[[323 435]
 [204 883]]",0.6536585365853659,0.7343035343035342,0.6699544764795144,0.812327506899724,0.6192244394656932,11.962398884135535,0.24997757480948135,"[[117 176]
 [  6  15]]",0.42038216560509556,0.14150943396226415,0.07853403141361257,0.7142857142857143,0.5568015602145295,20.019738958667066,0.023878659515594647
683,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",500,50,linear,0.3,2.0,"[[505 253]
 [287 800]]",0.7073170731707317,0.7476635514018691,0.7597340930674265,0.7359705611775529,0.7010987370531564,10.109019811057783,0.39948573846437596,"[[180 113]
 [  8  13]]",0.6146496815286624,0.17687074829931973,0.10317460317460317,0.6190476190476191,0.6166910450186901,13.309816236604474,0.07027847110067043
684,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",500,50,linear,0.5,0.5,"[[  3 755]
 [ 96 991]]",0.5387533875338754,0.6996117190257678,0.5675830469644902,0.9116835326586936,0.4578206581499273,15.931220817413978,-0.09713915564527786,"[[  1 292]
 [  0  21]]",0.07006369426751592,0.12574850299401197,0.0670926517571885,1.0,0.5017064846416383,32.11960569988387,0.0004578654747628974
685,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",500,50,linear,0.5,1.0,"[[267 491]
 [252 835]]",0.597289972899729,0.692084542063821,0.6297134238310709,0.7681692732290708,0.5602060086461976,13.909324370599926,0.12644550524100195,"[[ 99 194]
 [  4  17]]",0.36942675159235666,0.14655172413793102,0.08056872037914692,0.8095238095238095,0.5737038842840891,21.779722446158512,0.02834995155190201
686,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",500,50,linear,0.5,1.5,"[[217 541]
 [183 904]]",0.6075880758807588,0.7140600315955765,0.62560553633218,0.8316467341306347,0.5589632087539718,13.553662163753424,0.1270039408931385,"[[ 83 210]
 [  6  15]]",0.31210191082802546,0.12195121951219512,0.06666666666666667,0.7142857142857143,0.4987810823988299,23.759693047009705,-0.00044251703690578736
687,"{'batch_size': 500, 'epochs': 50, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",500,50,linear,0.5,2.0,"[[428 330]
 [228 859]]",0.697560975609756,0.7548330404217927,0.7224558452481077,0.7902483900643974,0.6774460947683464,10.44601685393611,0.3622695179560116,"[[152 141]
 [  6  15]]",0.5318471337579618,0.16949152542372883,0.09615384615384616,0.7142857142857143,0.6165285226718674,16.169786220667287,0.058499571655856064
688,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",500,50,softmax,0.0,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
689,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",500,50,softmax,0.0,1.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
690,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",500,50,softmax,0.0,1.5,"[[491 267]
 [233 854]]",0.7289972899728997,0.773550724637681,0.7618198037466548,0.7856485740570377,0.7167029149968566,9.36021771814049,0.4363679243553821,"[[177 116]
 [  7  14]]",0.60828025477707,0.18543046357615894,0.1076923076923077,0.6666666666666666,0.6353811149032991,13.529816082407379,0.07942031749058487
691,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",500,50,softmax,0.0,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
692,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",500,50,softmax,0.1,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
693,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",500,50,softmax,0.1,1.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
694,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",500,50,softmax,0.1,1.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
695,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",500,50,softmax,0.1,2.0,"[[396 362]
 [192 895]]",0.699728997289973,0.7636518771331059,0.7120127287191726,0.8233670653173873,0.6728972529753163,10.371149906260298,0.35794321723759726,"[[142 151]
 [  8  13]]",0.49363057324840764,0.14054054054054055,0.07926829268292683,0.6190476190476191,0.5518446286364376,17.489764923575663,0.0249209015272841
696,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",500,50,softmax,0.3,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
697,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",500,50,softmax,0.3,1.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
698,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",500,50,softmax,0.3,1.5,"[[567 191]
 [392 695]]",0.6840108401084011,0.7045108971109985,0.7844243792325056,0.6393744250229991,0.6936977666012093,10.91396171346455,0.3724493457198016,"[[206  87]
 [  9  12]]",0.6942675159235668,0.2,0.12121212121212122,0.5714285714285714,0.6372501218917601,10.559847448687428,0.10076964381600151
699,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",500,50,softmax,0.3,2.0,"[[473 285]
 [247 840]]",0.7116531165311654,0.759493670886076,0.7466666666666667,0.7727690892364305,0.6983898216630703,9.959272047349643,0.39981288866875786,"[[166 127]
 [  7  14]]",0.5732484076433121,0.1728395061728395,0.09929078014184398,0.6666666666666666,0.6166097838452786,14.73980122863588,0.0638544030614514
700,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",500,50,softmax,0.5,0.5,"[[756   2]
 [991  96]]",0.46178861788617886,0.1620253164556962,0.9795918367346939,0.08831646734130635,0.5428389724569329,18.589163446797375,0.07155016057078778,"[[291   2]
 [ 21   0]]",0.9267515923566879,0.0,0.0,0.0,0.49658703071672355,2.529915465852887,-0.011768002241524078
701,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",500,50,softmax,0.5,1.0,"[[   2  756]
 [   0 1087]]",0.5902439024390244,0.7419795221843004,0.5897992403689637,1.0,0.5013192612137203,14.15280187003236,0.0031075610648614305,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
702,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",500,50,softmax,0.5,1.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
703,"{'batch_size': 500, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",500,50,softmax,0.5,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
704,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",500,50,relu,0.0,0.5,"[[751   7]
 [975 112]]",0.46775067750677507,0.18573797678275292,0.9411764705882353,0.10303587856485741,0.5469005250344077,18.38324336963918,0.07860904695163251,"[[286   7]
 [ 21   0]]",0.910828025477707,0.0,0.0,0.0,0.4880546075085324,3.079908714138569,-0.034596375617792496
705,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",500,50,relu,0.0,1.0,"[[369 389]
 [370 717]]",0.5886178861788618,0.6538987688098494,0.6482820976491862,0.6596136154553818,0.5732105016590894,14.208803429342847,0.14697854159344215,"[[145 148]
 [  8  13]]",0.5031847133757962,0.14285714285714285,0.08074534161490683,0.6190476190476191,0.5569640825613522,17.15976897460425,0.02782518953677593
706,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",500,50,relu,0.0,1.5,"[[407 351]
 [302 785]]",0.646070460704607,0.7062528115159693,0.6910211267605634,0.7221711131554738,0.6295552135698214,12.224445335812833,0.2616702956481026,"[[145 148]
 [  8  13]]",0.5031847133757962,0.14285714285714285,0.08074534161490683,0.6190476190476191,0.5569640825613522,17.15976897460425,0.02782518953677593
707,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",500,50,relu,0.0,2.0,"[[394 364]
 [346 741]]",0.6151761517615176,0.676094890510949,0.6705882352941176,0.6816927322907084,0.6007408252482567,13.29150259829332,0.20220832292916435,"[[151 142]
 [  8  13]]",0.5222929936305732,0.14772727272727273,0.08387096774193549,0.6190476190476191,0.5672029904111815,16.499777076661434,0.03392542150387645
708,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",500,50,relu,0.1,0.5,"[[265 493]
 [666 421]]",0.37181571815718156,0.4207896051974013,0.46061269146608314,0.3873045078196872,0.3684543647277856,21.696930104734182,-0.2543076673105318,"[[112 181]
 [ 12   9]]",0.3853503184713376,0.08530805687203792,0.04736842105263158,0.42857142857142855,0.4054119941491955,21.22970882596378,-0.039949205477571414
709,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",500,50,relu,0.1,1.0,"[[359 399]
 [423 664]]",0.5544715447154471,0.6176744186046512,0.6246472248353716,0.6108555657773689,0.5422351707514813,15.388180615713404,0.08406752555278818,"[[137 156]
 [  9  12]]",0.4745222929936306,0.12698412698412698,0.07142857142857142,0.5714285714285714,0.5195026816187225,18.14975427502985,0.009179575444635546
710,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",500,50,relu,0.1,1.5,"[[546 212]
 [307 780]]",0.71869918699187,0.7503607503607505,0.7862903225806451,0.7175712971481141,0.7189439599197035,9.715877758056285,0.4297372415875442,"[[192 101]
 [  9  12]]",0.6496815286624203,0.17910447761194032,0.10619469026548672,0.5714285714285714,0.6133593369088248,12.099828543887341,0.07473881596571108
711,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",500,50,relu,0.1,2.0,"[[510 248]
 [397 690]]",0.6504065040650406,0.6814814814814815,0.7356076759061834,0.6347746090156394,0.6537989140065005,12.074639064975651,0.29871183731870754,"[[186 107]
 [ 10  11]]",0.6273885350318471,0.15827338129496404,0.09322033898305085,0.5238095238095238,0.5793109052494718,12.869816544998665,0.050452313259240156
712,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",500,50,relu,0.3,0.5,"[[  3 755]
 [ 96 991]]",0.5387533875338754,0.6996117190257678,0.5675830469644902,0.9116835326586936,0.4578206581499273,15.931220817413978,-0.09713915564527786,"[[  5 288]
 [  0  21]]",0.08280254777070063,0.12727272727272726,0.06796116504854369,1.0,0.5085324232081911,31.67961110125533,0.002316806778314584
713,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",500,50,relu,0.3,1.0,"[[337 421]
 [247 840]]",0.637940379403794,0.7155025553662692,0.6661379857256146,0.7727690892364305,0.6086800591300886,12.50527873296393,0.22518272450312637,"[[124 169]
 [  6  15]]",0.4426751592356688,0.14634146341463414,0.08152173913043478,0.7142857142857143,0.5687469527059971,19.24974841106711,0.0298718265597967
714,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",500,50,relu,0.3,1.5,"[[305 453]
 [386 701]]",0.5452574525745257,0.6256135653726015,0.6074523396880416,0.6448942042318307,0.5236344372082637,15.706447486702405,0.04790973823522349,"[[119 174]
 [  6  15]]",0.4267515923566879,0.14285714285714282,0.07936507936507936,0.7142857142857143,0.560214529497806,19.79974165935279,0.025550843074376717
715,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",500,50,relu,0.3,2.0,"[[469 289]
 [390 697]]",0.6319783197831979,0.672455378678244,0.7068965517241379,0.641214351425943,0.6299739303303857,12.711143770082211,0.2548097370742498,"[[174 119]
 [  7  14]]",0.5987261146496815,0.18181818181818182,0.10526315789473684,0.6666666666666666,0.6302616609783844,13.85981203137879,0.07495908346972169
716,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",500,50,relu,0.5,0.5,"[[727  31]
 [859 228]]",0.5176151761517616,0.3387815750371471,0.8803088803088803,0.20975160993560257,0.5844272561551364,16.660995002163055,0.14490101567251856,"[[277  16]
 [ 18   3]]",0.89171974522293,0.15,0.15789473684210525,0.14285714285714285,0.5441248171623598,3.7399082515472823,0.09233123618432248
717,"{'batch_size': 500, 'epochs': 50, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",500,50,relu,0.5,1.0,"[[  15  743]
 [  30 1057]]",0.581029810298103,0.7322480083131279,0.5872222222222222,0.9724011039558418,0.49609501108082327,14.471039704149915,-0.009106250199000243,"[[  7 286]
 [  1  20]]",0.08598726114649681,0.12232415902140674,0.06535947712418301,0.9523809523809523,0.48813586868194375,31.56960990510956,-0.0032507291875401023
