,feature_60,feature_478,feature_133,feature_148,feature_349,feature_65,feature_206,feature_435,feature_342,feature_66,feature_299,feature_164,feature_34,feature_22,feature_118,feature_154,feature_442,feature_511
0,0.6990999999999999,6.026599999999999,2.3766,0.0173,0.0237,19.3009,9.22,9.9805,2.6547,23.2216,0.0595,0.128,8.6915,-4750.75,59.266200000000005,0.0127,0.9639,84.9279
1,-1.4172999999999987,4.8218,2.3805,0.014,0.0272,21.4173,7.31,12.5349,2.0989,27.271599999999996,0.0662,0.157,8.3006,-5410.75,58.706300000000006,0.0065,0.8427,25.2308
2,10.235500000000002,6.1589,2.3244,0.0189,0.0163,9.7645,8.8,12.8413,2.5012000000000003,14.7061,0.0519,0.127,8.7418,-6456.75,55.8504,0.0148,0.9192999999999999,46.2963
3,9.851800000000004,5.0612,2.3725,0.0267,0.030000000000000002,30.1482,7.77,10.5202,2.4329,36.0791,0.0635,0.135,8.6829,-5775.0,58.28309999999999,0.0159,0.7158,114.2857
4,1.0336000000000012,7.482800000000001,2.3401,0.0106,0.0243,18.9664,11.06,11.1054,3.2653,24.3057,0.0505,0.108,8.5891,-6900.5,58.02620000000001,0.0078000000000000005,1.1255,36.2869
5,3.6809000000000016,4.1813,2.2797,0.0069,0.0205,16.3191,6.26,4.3896,2.2442,19.1189,0.024200000000000003,0.055999999999999994,9.0744,-5546.0,60.9507,0.006899999999999999,0.4782,32.9718
6,2.8108999999999997,5.9339,2.2864,0.025100000000000004,0.0245,17.1891,8.8,11.5102,2.5551,22.2064,0.0655,0.149,8.9132,-5408.75,58.9076,0.014,0.656,58.9023
7,1.5035999999999998,3.5465999999999998,2.3080999999999996,0.0189,0.0174,18.4964,5.24,14.6852,2.0186,25.3099,0.0867,0.193,8.3383,-5095.0,58.282000000000004,0.0137,0.9319999999999999,51.3291
8,23.8245,9.1221,2.2592,0.022100000000000005,0.010499999999999999,16.1755,13.299999999999999,14.2503,3.7663,24.2829,0.08,0.187,8.659,-5447.75,58.4808,0.0177,1.2771,134.09580822620637
9,1.574500000000001,3.3971,2.2877,0.0132,0.020879999999999996,18.4255,5.1,8.041,1.6033000000000002,21.0974,0.0449,0.102,8.7512,-4958.0,59.9764,0.009500000000000001,0.5317,46.022
10,2.9282000000000012,4.7353,2.212,0.0144,0.0339,17.0718,6.99,18.972,2.4674,23.905,0.1099,0.251,9.534,-5345.25,55.90109999999999,0.013,0.565,52.0231
11,5.499100000000001,5.268599999999999,2.2773,0.021400000000000002,0.0172,14.500899999999998,7.32,19.7531,2.3933,17.5983,0.1141,0.248,8.5288,-5192.5,56.4388,0.015,0.9361,29.4537
12,-2.5026999999999995,6.8676,2.2959,0.0241,0.0198,22.5027,9.69,5.9122,3.1731000000000003,32.74829999999999,0.0266,0.064,8.1605,-6623.750000000001,56.3776,0.0153,0.9174999999999999,134.09580822620637
13,0.3400000000000006,7.0359,2.3322999999999996,0.0092,0.0116,19.66,10.32,8.9372,3.2261,22.3647,0.0486,0.115,8.8043,-5416.0,59.0911,0.007299999999999999,0.7316,54.6154
14,4.169100000000001,6.8146,2.2673999999999994,0.008,0.022499999999999996,15.8309,10.11,10.0583,3.0013,22.3694,0.06069999999999999,0.138,8.7556,-5187.25,59.6793,0.0065,0.8531999999999998,39.6285
15,-3.740000000000001,2.7876,2.2564,0.0159,0.0236,23.74,4.12,9.6358,1.547,29.1429,0.0585,0.125,8.5571,-5153.75,56.7784,0.0082,0.7032,34.7826
16,2.2763599999999995,6.259677228054418,2.2784,0.0096,0.0148,17.72364,9.166249368130687,8.919,2.6912579617182706,24.68546,0.0536,0.11199999999999999,9.131,-5334.75,59.0958,0.0057,0.7139,42.3963
17,1.9482000000000004,9.1675,2.3735000000000004,0.0262,0.0381,34.6363856549799,13.53,14.192800000000002,3.8318,44.82200571028819,0.0868,0.18,8.5687,-5410.5,57.4901,0.0194,0.8222,91.9861
18,8.145499999999998,3.4324,2.1911,0.0055,0.0253,11.8545,4.95,5.9052,1.5118,15.0471,0.0359,0.076,8.7187,-5233.75,55.35626633201477,0.006300000000000001,0.6144,51.8112
19,4.955500000000001,9.9444,2.3499,0.028600000000000004,0.0184,15.044499999999998,14.739999999999998,27.963788399291673,4.0309,22.1659,0.1287386231974043,0.2880802187967866,8.441,-4171.468130683397,58.7458,0.0196,0.9383,48.329
20,9.188199999999997,5.926900000000001,2.2928,0.0262,0.014,30.811799999999998,9.02,13.803600000000001,2.903,37.258,0.0565,0.136,9.5642,-6363.000000000001,59.80030000000001,0.0153,0.5593,45.15200000000001
21,2.2855,10.1458,2.3146,0.0203,0.0162,17.7145,14.91,2.7861,4.8332,21.7095,0.0166,0.035,8.6706,-6257.5,59.5427,0.014599999999999998,0.5836,42.0202
22,0.619100000000001,7.5571,2.3386,0.0102,0.0229,19.3809,11.18,9.2987,3.4032,23.1287,0.0488,0.118,8.7867,-5607.25,58.48369999999999,0.0072,0.78,71.028
23,-3.7508999999999997,3.369,2.272,0.0157,0.020900000000000002,23.7509,4.95,13.1301,1.5594,30.759300000000003,0.071,0.168,8.8581,-5720.25,59.3419,0.012299999999999998,0.6373,39.708
24,4.9118,4.8707,2.2802,0.0088,0.0154,15.088200000000002,7.04,8.2562,2.5103,19.2834,0.045,0.107,8.8624,-5122.5,57.18690000000001,0.0053,0.7655,30.836999999999996
25,0.11999999999999988,5.816999999999999,2.3121999999999994,0.022300000000000004,0.0241,19.88,8.33,9.9237,2.9003000000000005,27.2876,0.0601,0.13,8.6397,-5434.0,58.690799999999996,0.0167,0.9964999999999999,64.3929
26,1.8172999999999992,3.4949,2.2728,0.025700000000000004,0.0445,18.1827,5.14,13.2642,1.9383,24.3905,0.053,0.128,9.5713,-6349.750000000001,59.4203,0.0211,0.7928,50.7439
27,2.7927000000000013,3.9522,2.2474,0.0112,0.0245,17.2073,6.01,10.9953,1.8276,21.2465,0.0643,0.145,8.2345,-5419.75,58.3601,0.0082,0.7233,56.044
28,2.110899999999999,8.801600000000002,2.3216,0.024600000000000004,0.0177,17.8891,13.41,8.6069,4.1816,26.2754,0.0339,0.078,9.1502,-6154.0,58.823,0.0189,0.6667,134.09580822620637
29,-4.410899999999999,3.706,2.4241,0.008,0.0199,24.4109,5.5,16.4288,1.7378,29.809000000000005,0.1043,0.213,8.6544,-5341.25,59.4322,0.006,0.6641,34.6535
30,8.9136,7.1799,2.3684,0.0189,0.0373,31.0864,10.219999999999999,4.7491,2.9373,41.2374,0.0254,0.062,10.095633903464792,-5474.25,59.0911,0.013099999999999999,0.7584,93.9683
31,-2.0764000000000005,6.11,2.2937,0.0059,0.0278,22.0764,9.35,14.545500000000002,2.9181,30.491399999999995,0.0587,0.142,8.5891,-6305.25,59.064400000000006,0.0047,1.1255,33.2449
32,0.5518000000000011,6.0246,2.2757,0.0163,0.0273,19.4482,8.84,4.7256,2.476,22.9635,0.0286,0.062,8.287,-5639.75,55.44,0.0091,1.0541,44.8065
33,-0.9363999999999989,2.9235,2.2658,0.0137,0.017,20.9364,4.38,14.3617,1.4554,26.2691,0.0816,0.189,8.5851,-5977.250000000001,58.2257,0.009,0.442,25.3365
34,5.206399999999999,4.0558,2.3817,0.0232,0.0207,14.7936,5.7,12.1562,1.6991,21.7926,0.0679,0.158,8.572,-5466.75,58.622299999999996,0.0122,0.9237999999999998,37.3464
35,1.2835999999999992,12.159886140272093,2.2771,0.0189,0.031900000000000005,18.7164,17.971246840653443,11.6714,5.102489808591354,23.8157,0.0472,0.114,9.7836,-6279.0,59.14880000000001,0.010000000000000002,0.6987,28.3333
36,1.0027000000000008,7.144299999999999,2.2864,0.0189,0.0221,18.9973,10.4,2.5787,2.7473,26.413199999999996,0.0175,0.034,8.9132,-5477.0,57.5441,0.0053,0.656,38.9189
37,-2.656400000000001,2.3646,2.2434,0.0153,0.0256,22.6564,3.49,19.2454,1.0967,30.323299999999996,0.099,0.241,9.0447,-5371.5,58.8339,0.0114,0.7534,44.3778
38,-0.06360000000000116,10.0705,2.2569,0.0134,0.0253,20.0636,15.35,4.3531,3.6058,26.448000000000004,0.0257,0.054,8.9191,-5176.25,57.6451,0.0083,0.8858999999999999,55.9242
39,3.9054999999999986,6.1617,2.3712,0.0211,0.0164,34.6363856549799,8.66,5.645,2.822,44.82200571028819,0.038,0.071,9.2405,-5641.25,57.70940000000001,0.014,0.6901,61.7647
40,2.0318000000000005,4.3582,2.3187,0.0074,0.022700000000000005,17.9682,6.37,5.1253,2.1479,21.6831,0.0327,0.068,8.7512,-5193.25,58.50990000000001,0.0053,0.5317,23.7037
41,17.387299999999996,5.7628,2.2887,0.0194,0.0461,22.6127,8.26,6.7048000000000005,2.4997,27.410199999999993,0.0384,0.088,8.9336,-5369.0,58.6421,0.012299999999999998,1.0644,69.6774
42,-0.15450000000000136,4.319,2.4151,0.0087,0.0241,20.1545,6.33,6.4061,2.3749,26.8979,0.0393,0.084,8.8909,-5770.75,58.7766,0.005899999999999999,0.6815,21.3577
43,-0.33089999999999997,3.2036000000000002,2.2616,0.0163,0.0169,20.3309,4.78,13.1777,1.5813999999999997,27.321099999999998,0.0805,0.175,8.7635,-5658.25,61.2828,0.0127,0.7053,42.4178
44,-5.718200000000001,6.748,2.3672,0.019,0.0144,25.7182,9.82,7.9905,2.6755,31.450099999999996,0.045,0.101,9.1855,-5282.75,59.3036,0.0148,0.5632,49.0251
45,3.6500000000000012,6.053600000000001,2.3375,0.008,0.0247,16.35,9.02,6.3029,2.6408,23.5578,0.0351,0.08,9.0121,-5936.0,56.9856,0.0065,0.8716,46.2312
46,25.5127,5.1949,2.3756,0.0287,0.0151,14.487299999999998,7.74,7.6278999999999995,2.5308,22.1353,0.0433,0.098,9.094,-5657.75,57.897800000000004,0.0203,0.7613,77.2727
47,-5.6473,6.4204,2.3099000000000003,0.0092,0.0252,25.6473,9.04,16.1069,2.7357,32.75769999999999,0.088,0.211,8.536,-5226.5,58.148,0.0061,1.1525,26.8344
