,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.090573215484619,0.09016152922783409,0.006800794601440429,0.0007489566443264084,friedman_mse,0.05,deviance,3,sqrt,30,100,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 500, 'subsample': 0.8}",0.9245283018867925,0.9512195121951219,0.8973214285714286,0.9392523364485982,0.9140271493212669,0.9252697456846416,0.018851829448499568,429
1,1.1450601100921631,0.08284022205928501,0.005740165710449219,0.0006475556580566124,friedman_mse,0.05,deviance,3,sqrt,30,100,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 500, 'subsample': 0.9}",0.9120370370370371,0.9565217391304348,0.9049773755656109,0.9392523364485982,0.9181818181818182,0.9261940612726998,0.019000272217849654,427
2,1.7476451873779297,0.12809221742541943,0.013246536254882812,0.009889113511594206,friedman_mse,0.05,deviance,3,sqrt,30,100,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 800, 'subsample': 0.8}",0.9295774647887324,0.961352657004831,0.9136363636363637,0.9436619718309859,0.9311926605504587,0.9358842235622744,0.0159115537340249,379
3,1.7722531795501708,0.10021372215626966,0.009802913665771485,0.0023059958490403076,friedman_mse,0.05,deviance,3,sqrt,30,100,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 800, 'subsample': 0.9}",0.92018779342723,0.9571428571428572,0.9178082191780822,0.9436619718309859,0.926605504587156,0.9330812692332623,0.015048950689620689,396
4,2.1040689945220947,0.06641190700800484,0.010104179382324219,0.00036423514631963796,friedman_mse,0.05,deviance,3,sqrt,30,100,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 1000, 'subsample': 0.8}",0.9302325581395349,0.9615384615384616,0.9178082191780822,0.9481132075471698,0.9269406392694064,0.936926617134531,0.01575389482125498,370
5,2.1664032459259035,0.03358256840079508,0.00970916748046875,0.0005516228666425794,friedman_mse,0.05,deviance,3,sqrt,30,100,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 1000, 'subsample': 0.9}",0.9299065420560748,0.9617224880382775,0.9049773755656109,0.9571428571428572,0.9351851851851852,0.9377868895976011,0.020459224357567942,355
6,2.540291929244995,0.03542398157594446,0.014469003677368164,0.004875819076795164,friedman_mse,0.05,deviance,3,sqrt,30,100,1200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 1200, 'subsample': 0.8}",0.943127962085308,0.9615384615384616,0.9136363636363637,0.9436619718309859,0.9269406392694064,0.937781079672105,0.016297666690909703,356
7,3.2223676681518554,0.28165568466330726,0.0149993896484375,0.0065118326455071525,friedman_mse,0.05,deviance,3,sqrt,30,100,1200,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 100, 'n_estimators': 1200, 'subsample': 0.9}",0.9383886255924171,0.9571428571428572,0.9136363636363637,0.9481132075471698,0.9308755760368663,0.9376313259911349,0.014916712555901603,364
8,1.0422966957092286,0.0047479266135911965,0.007134199142456055,0.0014855335725545323,friedman_mse,0.05,deviance,3,sqrt,30,150,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 150, 'n_estimators': 500, 'subsample': 0.8}",0.9205607476635514,0.9660194174757282,0.9017857142857143,0.9392523364485982,0.9054054054054054,0.9266047242557995,0.023729324324405138,425
9,1.0587491035461425,0.026060849715301357,0.008674049377441406,0.0039810072780423105,friedman_mse,0.05,deviance,3,sqrt,30,150,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 150, 'n_estimators': 500, 'subsample': 0.9}",0.9205607476635514,0.9558823529411765,0.9090909090909091,0.9348837209302325,0.905829596412556,0.9252494654076852,0.01839242782357904,430
