,No.,kernel,gamma,cost,degree,cf_matrix,accuracy,f1,precision,recall,mcc,type_1_error_FP,type_2_error_FN,cost_wafer,auc,log_loss_,cohen_kappa_score_,cf_matrix_train,accuracy_train,f1_train,precision_train,recall_train,mcc_train,type_1_error_FP_train,type_2_error_FN_train,cost_wafer_train,auc_train
43,44,poly,0.01,1000.0,4,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
44,45,poly,0.01,1000.0,5,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
45,46,poly,0.01,10000.0,1,"[[127 166]
 [  1  20]]",0.4681528662420382,0.19323671497584544,0.10752688172043011,0.9523809523809523,0.19614434886447216,1,166,1661,0.6929140256785308,18.369771946253174,0.08302731437764499,"[[598 157]
 [196 822]]",0.8009024252679074,0.8232348522784176,0.839632277834525,0.8074656188605108,0.596140226916354,196,157,1766,0.7997592994964806
46,47,poly,0.01,10000.0,2,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[633 122]
 [130 888]]",0.8578680203045685,0.8757396449704143,0.8792079207920792,0.8722986247544204,0.7097679080980482,130,122,1350,0.8553546103904552
47,48,poly,0.01,10000.0,3,"[[234  59]
 [  8  13]]",0.7866242038216561,0.27956989247311825,0.18055555555555555,0.6190476190476191,0.24820797681558954,8,59,598,0.7088412156671542,7.3698891551191,0.19634807853923142,"[[633 122]
 [236 782]]",0.7980823463056965,0.8137356919875129,0.8650442477876106,0.768172888015717,0.5999897658395176,236,122,1456,0.8032917420211034
48,49,poly,0.01,10000.0,4,"[[111 182]
 [  4  17]]",0.40764331210191085,0.15454545454545454,0.08542713567839195,0.8095238095238095,0.09767074941974406,4,182,1824,0.5941816999837477,20.45973865027287,0.03817397318928906,"[[226 529]
 [ 30 988]]",0.6847151720248167,0.7794871794871795,0.6512854317732366,0.9705304518664047,0.37965253533190185,30,529,5320,0.6349341001053879
49,50,poly,0.01,10000.0,5,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
50,51,poly,0.1,0.01,1,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
51,52,poly,0.1,0.01,2,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
52,53,poly,0.1,0.01,3,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
53,54,poly,0.1,0.01,4,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
54,55,poly,0.1,0.01,5,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
55,56,poly,0.1,1.0,1,"[[221  72]
 [  8  13]]",0.7452229299363057,0.24528301886792456,0.15294117647058825,0.6190476190476191,0.2098893166666864,8,72,728,0.6866569153258573,8.799871600661875,0.15460725583899848,"[[571 184]
 [189 829]]",0.7896221094190637,0.8163466272772034,0.8183613030602171,0.8143418467583498,0.5701549645795454,189,184,2029,0.7853166187434133
56,57,poly,0.1,1.0,2,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[598 157]
 [237 781]]",0.7777777777777778,0.7985685071574642,0.8326226012793176,0.7671905697445972,0.5539922530756488,237,157,1807,0.7796217749385237
57,58,poly,0.1,1.0,3,"[[240  53]
 [ 10  11]]",0.7993630573248408,0.2588235294117647,0.171875,0.5238095238095238,0.21265666875995357,10,53,540,0.6714610758979359,6.929889463513291,0.1758186817765186,"[[626 129]
 [328 690]]",0.7422447828539199,0.7512248230811105,0.8424908424908425,0.6777996070726916,0.5027900286632367,328,129,1618,0.7534693399601868
58,59,poly,0.1,1.0,4,"[[111 182]
 [  4  17]]",0.40764331210191085,0.15454545454545454,0.08542713567839195,0.8095238095238095,0.09767074941974406,4,182,1824,0.5941816999837477,20.45973865027287,0.03817397318928906,"[[226 529]
 [ 30 988]]",0.6847151720248167,0.7794871794871795,0.6512854317732366,0.9705304518664047,0.37965253533190185,30,529,5320,0.6349341001053879
59,60,poly,0.1,1.0,5,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.0,0,293,2930,0.5,32.229604349541006,0.0,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
60,61,poly,0.1,100.0,1,"[[203  90]
 [  7  14]]",0.6910828025477707,0.22399999999999998,0.1346153846153846,0.6666666666666666,0.19081624622607246,7,90,907,0.6797497155858929,10.669851191321827,0.12682759016111456,"[[590 165]
 [199 819]]",0.7946982515510435,0.8181818181818182,0.8323170731707317,0.8045186640471512,0.5830299428054354,199,165,1849,0.7929878088447677
61,62,poly,0.1,100.0,2,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[633 122]
 [130 888]]",0.8578680203045685,0.8757396449704143,0.8792079207920792,0.8722986247544204,0.7097679080980482,130,122,1350,0.8553546103904552
62,63,poly,0.1,100.0,3,"[[238  55]
 [ 10  11]]",0.7929936305732485,0.2528735632183908,0.16666666666666666,0.5238095238095238,0.20606738916128214,10,55,560,0.6680481066146594,7.149886762827565,0.1684999592601646,"[[644 111]
 [163 855]]",0.8454596728708403,0.8618951612903226,0.8850931677018633,0.8398821218074656,0.6879691068334419,163,111,1273,0.8464311271288985
63,64,poly,0.1,100.0,4,"[[243  50]
 [  9  12]]",0.8121019108280255,0.2891566265060241,0.1935483870967742,0.5714285714285714,0.2515089821102002,9,50,509,0.7003900536323745,6.489897411373376,0.21024810299258245,"[[658  97]
 [201 817]]",0.8319232938522279,0.8457556935817805,0.8938730853391685,0.8025540275049116,0.6669408626149069,201,97,1171,0.8370386031564293
64,65,poly,0.1,100.0,5,"[[244  49]
 [ 11  10]]",0.8089171974522293,0.25,0.1694915254237288,0.47619047619047616,0.19757980991863183,11,49,501,0.6544774906549651,6.599890968053251,0.16791802844271708,"[[660  95]
 [276 742]]",0.7907501410039481,0.7999999999999999,0.8864994026284349,0.7288801571709234,0.5973126608446336,276,95,1226,0.8015261713006935
65,66,poly,0.1,1000.0,1,"[[127 166]
 [  1  20]]",0.4681528662420382,0.19323671497584544,0.10752688172043011,0.9523809523809523,0.19614434886447216,1,166,1661,0.6929140256785308,18.369771946253174,0.08302731437764499,"[[598 157]
 [196 822]]",0.8009024252679074,0.8232348522784176,0.839632277834525,0.8074656188605108,0.596140226916354,196,157,1766,0.7997592994964806
66,67,poly,0.1,1000.0,2,"[[168 125]
 [  7  14]]",0.5796178343949044,0.175,0.10071942446043165,0.6666666666666666,0.12072872476856818,7,125,1257,0.6200227531285551,14.519803929321608,0.06652853475068699,"[[644 111]
 [ 56 962]]",0.9058093626621545,0.9201339072214251,0.896551724137931,0.9449901768172888,0.807207551899357,56,111,1166,0.8989851546338099
67,68,poly,0.1,1000.0,3,"[[203  90]
 [  8  13]]",0.6878980891719745,0.20967741935483872,0.1262135922330097,0.6190476190476191,0.16594786798779107,8,90,908,0.6559401917763692,10.779847294490335,0.11089280554752978,"[[652 103]
 [ 62 956]]",0.9069373942470389,0.9205584978334135,0.902738432483475,0.9390962671905697,0.8092610216959658,62,103,1092,0.9013362130654836
68,69,poly,0.1,1000.0,4,"[[226  67]
 [  9  12]]",0.7579617834394905,0.24,0.1518987341772152,0.5714285714285714,0.19732660567767,9,67,679,0.6713798147245247,8.359874455544698,0.15020297699594054,"[[660  95]
 [ 99 919]]",0.8905809362662155,0.904527559055118,0.9063116370808678,0.9027504911591355,0.7763995894386079,99,95,1049,0.8884613382947996
69,70,poly,0.1,1000.0,5,"[[242  51]
 [ 10  11]]",0.8057324840764332,0.26506024096385544,0.1774193548387097,0.5238095238095238,0.21948391301749828,10,51,520,0.6748740451812124,6.70989216419902,0.1834768522465683,"[[658  97]
 [153 865]]",0.8589960518894529,0.8737373737373737,0.8991683991683992,0.849705304518664,0.7158503993614156,153,97,1123,0.8606142416633056
70,71,poly,0.1,10000.0,1,"[[ 74 219]
 [  1  20]]",0.29936305732484075,0.15384615384615385,0.08368200836820083,0.9523809523809523,0.12007208356880675,1,219,2191,0.6024703396717048,24.19970037808141,0.0352224798189994,"[[596 159]
 [186 832]]",0.805414551607445,0.8282727725236435,0.8395560040363269,0.8172888015717092,0.6041934100960831,186,159,1776,0.8033463875408214
71,72,poly,0.1,10000.0,2,"[[180 113]
 [  8  13]]",0.6146496815286624,0.17687074829931973,0.10317460317460317,0.6190476190476191,0.11894516282774223,8,113,1138,0.6166910450186901,13.309816236604473,0.07027847110067043,"[[661  94]
 [ 26 992]]",0.9323181049069373,0.9429657794676807,0.9134438305709024,0.9744597249508841,0.8626820050421095,26,94,966,0.924978206846303
72,73,poly,0.1,10000.0,3,"[[188 105]
 [  9  12]]",0.6369426751592356,0.17391304347826086,0.10256410256410256,0.5714285714285714,0.11008627841820741,9,105,1059,0.606533398342272,12.539823142515887,0.0682492581602373,"[[ 680   75]
 [   8 1010]]",0.9531866892272983,0.9605325725154541,0.9308755760368663,0.9921414538310412,0.9059292054001028,8,75,758,0.9464018527433353
73,74,poly,0.1,10000.0,4,"[[211  82]
 [ 10  11]]",0.7070063694267515,0.1929824561403509,0.11827956989247312,0.5238095238095238,0.13347490597004558,10,82,830,0.6219730212904274,10.119850303570251,0.09413609281906565,"[[678  77]
 [ 22 996]]",0.9441624365482234,0.9526542324246772,0.9282385834109972,0.9783889980353635,0.8865474077045541,22,77,792,0.9382011215342382
74,75,poly,0.1,10000.0,5,"[[226  67]
 [ 10  11]]",0.7547770700636943,0.2222222222222222,0.14102564102564102,0.5238095238095238,0.17063537994230032,10,67,680,0.6475702909150008,8.469870558713204,0.13060050341603735,"[[676  79]
 [ 55 963]]",0.9244218838127467,0.9349514563106796,0.9241842610364683,0.9459724950884086,0.8451322369407666,55,79,845,0.9206683667495024
75,76,poly,1.0,0.01,1,"[[  2 291]
 [  0  21]]",0.0732484076433121,0.12612612612612611,0.0673076923076923,1.0,0.021434508922500487,0,291,2910,0.5034129692832765,32.009607050226734,0.0009184543724988226,"[[   0  755]
 [   0 1018]]",0.5741680767061478,0.7294876388391257,0.5741680767061478,1.0,0.0,0,755,7550,0.5
76,77,poly,1.0,0.01,2,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[598 157]
 [237 781]]",0.7777777777777778,0.7985685071574642,0.8326226012793176,0.7671905697445972,0.5539922530756488,237,157,1807,0.7796217749385237
77,78,poly,1.0,0.01,3,"[[234  59]
 [  8  13]]",0.7866242038216561,0.27956989247311825,0.18055555555555555,0.6190476190476191,0.24820797681558954,8,59,598,0.7088412156671542,7.3698891551191,0.19634807853923142,"[[633 122]
 [237 781]]",0.7975183305132544,0.8131181676210307,0.8648947951273532,0.7671905697445972,0.5990051631855094,237,122,1457,0.8028005828855436
78,79,poly,1.0,0.01,4,"[[243  50]
 [  9  12]]",0.8121019108280255,0.2891566265060241,0.1935483870967742,0.5714285714285714,0.2515089821102002,9,50,509,0.7003900536323745,6.489897411373376,0.21024810299258245,"[[658  97]
 [201 817]]",0.8319232938522279,0.8457556935817805,0.8938730853391685,0.8025540275049116,0.6669408626149069,201,97,1171,0.8370386031564293
79,80,poly,1.0,0.01,5,"[[242  51]
 [ 10  11]]",0.8057324840764332,0.26506024096385544,0.1774193548387097,0.5238095238095238,0.21948391301749828,10,51,520,0.6748740451812124,6.70989216419902,0.1834768522465683,"[[658  97]
 [153 865]]",0.8589960518894529,0.8737373737373737,0.8991683991683992,0.849705304518664,0.7158503993614156,153,97,1123,0.8606142416633056
80,81,poly,1.0,1.0,1,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[588 167]
 [207 811]]",0.7890580936266215,0.812625250501002,0.8292433537832311,0.7966601178781926,0.5721575075950492,207,167,1877,0.7877340324490301
81,82,poly,1.0,1.0,2,"[[228  65]
 [  9  12]]",0.7643312101910829,0.24489795918367346,0.15584415584415584,0.5714285714285714,0.2029912964283027,9,65,659,0.6747927840078011,8.139877156230424,0.1562204953155638,"[[633 122]
 [130 888]]",0.8578680203045685,0.8757396449704143,0.8792079207920792,0.8722986247544204,0.7097679080980482,130,122,1350,0.8553546103904552
82,83,poly,1.0,1.0,3,"[[203  90]
 [  8  13]]",0.6878980891719745,0.20967741935483872,0.1262135922330097,0.6190476190476191,0.16594786798779107,8,90,908,0.6559401917763692,10.779847294490335,0.11089280554752978,"[[652 103]
 [ 62 956]]",0.9069373942470389,0.9205584978334135,0.902738432483475,0.9390962671905697,0.8092610216959658,62,103,1092,0.9013362130654836
83,84,poly,1.0,1.0,4,"[[211  82]
 [ 10  11]]",0.7070063694267515,0.1929824561403509,0.11827956989247312,0.5238095238095238,0.13347490597004558,10,82,830,0.6219730212904274,10.119850303570251,0.09413609281906565,"[[678  77]
 [ 22 996]]",0.9441624365482234,0.9526542324246772,0.9282385834109972,0.9783889980353635,0.8865474077045541,22,77,792,0.9382011215342382
84,85,poly,1.0,1.0,5,"[[222  71]
 [ 10  11]]",0.7420382165605095,0.21359223300970875,0.13414634146341464,0.5238095238095238,0.16008605834119974,10,71,720,0.6407443523484478,8.90986515734175,0.11986988718942493,"[[ 715   40]
 [   4 1014]]",0.9751833051325437,0.9787644787644788,0.9620493358633776,0.9960707269155207,0.9497647081347316,4,40,404,0.9715452972325946
85,86,poly,1.0,100.0,1,"[[127 166]
 [  1  20]]",0.4681528662420382,0.19323671497584544,0.10752688172043011,0.9523809523809523,0.19614434886447216,1,166,1661,0.6929140256785308,18.369771946253174,0.08302731437764499,"[[598 157]
 [196 822]]",0.8009024252679074,0.8232348522784176,0.839632277834525,0.8074656188605108,0.596140226916354,196,157,1766,0.7997592994964806
86,87,poly,1.0,100.0,2,"[[180 113]
 [  8  13]]",0.6146496815286624,0.17687074829931973,0.10317460317460317,0.6190476190476191,0.11894516282774223,8,113,1138,0.6166910450186901,13.309816236604473,0.07027847110067043,"[[660  95]
 [ 26 992]]",0.9317540891144952,0.9425178147268408,0.9126034958601656,0.9744597249508841,0.8615686603314922,26,95,976,0.9243159551906739
87,88,poly,1.0,100.0,3,"[[220  73]
 [ 10  11]]",0.7356687898089171,0.20952380952380953,0.13095238095238096,0.5238095238095238,0.15500285089882687,10,73,740,0.6373313830651715,9.129862456656022,0.11480198356089932,"[[ 740   15]
 [   0 1018]]",0.9915397631133672,0.9926864943929791,0.9854791868344628,1.0,0.9828021826096985,0,15,150,0.990066225165563
88,89,poly,1.0,100.0,4,"[[224  69]
 [  9  12]]",0.7515923566878981,0.23529411764705882,0.14814814814814814,0.5714285714285714,0.1918123424826107,9,69,699,0.6679668454412482,8.57987175485897,0.1444141689373296,"[[ 753    2]
 [   0 1018]]",0.9988719684151156,0.9990186457311089,0.9980392156862745,1.0,0.9976950451888545,0,2,20,0.9986754966887418
89,90,poly,1.0,100.0,5,"[[236  57]
 [ 12   9]]",0.7802547770700637,0.20689655172413793,0.13636363636363635,0.42857142857142855,0.14348986479315584,12,57,582,0.6170160897123355,7.589876268478848,0.11733072598386707,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
90,91,poly,1.0,1000.0,1,"[[ 72 221]
 [  1  20]]",0.2929936305732484,0.15267175572519084,0.08298755186721991,0.9523809523809523,0.11716294963551042,1,221,2211,0.5990573703884283,24.419697677395682,0.03379258725362455,"[[597 158]
 [188 830]]",0.8048505358150028,0.827517447657029,0.840080971659919,0.8153241650294696,0.6033154024485005,188,158,1768,0.8030263209253309
91,92,poly,1.0,1000.0,2,"[[210  83]
 [  7  14]]",0.7133757961783439,0.23728813559322032,0.14432989690721648,0.6666666666666666,0.2072854168659115,7,83,837,0.6916951080773607,9.89986064372187,0.14306507368548727,"[[ 686   69]
 [  14 1004]]",0.9531866892272983,0.9603060736489717,0.9356943150046598,0.9862475442043221,0.9052156090704828,14,69,704,0.9474284078637505
92,93,poly,1.0,1000.0,3,"[[231  62]
 [  9  12]]",0.7738853503184714,0.25263157894736843,0.16216216216216217,0.5714285714285714,0.21179352483079228,9,62,629,0.6799122379327157,7.809881207259016,0.16570615971858382,"[[ 754    1]
 [   0 1018]]",0.9994359842075579,0.9995090819833087,0.9990186457311089,1.0,0.9988470564740276,0,1,10,0.9993377483443708
93,94,poly,1.0,1000.0,4,"[[232  61]
 [ 12   9]]",0.767515923566879,0.19780219780219777,0.12857142857142856,0.42857142857142855,0.13227333356385107,12,61,622,0.6101901511457826,8.029870867107395,0.10579698837481477,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
94,95,poly,1.0,1000.0,5,"[[238  55]
 [ 12   9]]",0.7866242038216561,0.2117647058823529,0.140625,0.42857142857142855,0.14936359388732282,12,55,562,0.6204290589956118,7.369878969164576,0.12348970919090074,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
95,96,poly,1.0,10000.0,1,"[[ 62 231]
 [  1  20]]",0.2611464968152866,0.14705882352941177,0.0796812749003984,0.9523809523809523,0.10229174167954315,1,231,2311,0.5819925239720461,25.51968417396705,0.02695482595570764,"[[596 159]
 [186 832]]",0.805414551607445,0.8282727725236435,0.8395560040363269,0.8172888015717092,0.6041934100960831,186,159,1776,0.8033463875408214
96,97,poly,1.0,10000.0,2,"[[245  48]
 [ 10  11]]",0.8152866242038217,0.27499999999999997,0.1864406779661017,0.5238095238095238,0.23021529667005236,10,48,490,0.679993499106127,6.379896215227608,0.1956540941612932,"[[ 706   49]
 [   8 1010]]",0.9678510998307953,0.9725565719788156,0.9537299338999056,0.9921414538310412,0.9348518846831234,8,49,498,0.9636203957896929
97,98,poly,1.0,10000.0,3,"[[239  54]
 [ 12   9]]",0.7898089171974523,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.15237312957815,12,54,552,0.6221355436372502,7.259880319507439,0.1266750948166877,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
98,99,poly,1.0,10000.0,4,"[[232  61]
 [ 12   9]]",0.767515923566879,0.19780219780219777,0.12857142857142856,0.42857142857142855,0.13227333356385107,12,61,622,0.6101901511457826,8.029870867107395,0.10579698837481477,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
99,100,poly,1.0,10000.0,5,"[[238  55]
 [ 12   9]]",0.7866242038216561,0.2117647058823529,0.140625,0.42857142857142855,0.14936359388732282,12,55,562,0.6204290589956118,7.369878969164576,0.12348970919090074,"[[ 755    0]
 [   0 1018]]",1.0,1.0,1.0,1.0,1.0,0,0,0,1.0
